GMID,Name,School,Year,Grade,PerRimABlkd,Per2PJABlkd,Per3PABlkd,PerRimMissesRbded,Per2PJMissesRbded,Per3PMissesRbded,PerS2APB,PerL2PAPB,PerPBDunked
5545,Stephen Cox,Arkansas,2009,Jr,0.00%,50.00%,NA,33.33%,100.00%,NA,0.00%,0.00%,NA
5537,Jemal Farmer,Arkansas,2009,Jr,14.29%,14.81%,0.00%,50.00%,32.50%,11.11%,5.71%,7.41%,0.00%
3642,Courtney Fortson,Arkansas,2009,So,17.70%,16.95%,0.00%,48.33%,41.30%,29.17%,3.54%,3.39%,16.67%
5535,Delvon Johnson,Arkansas,2009,Jr,2.94%,14.29%,NA,30.00%,12.50%,NA,17.65%,7.14%,0.00%
5534,Cody Lay,Arkansas,2009,Fr,NA,NA,NA,NA,NA,NA,NA,NA,NA
5542,Nick Mason,Arkansas,2009,So,NA,NA,NA,NA,NA,NA,NA,NA,NA
5532,Brandon Mitchell,Arkansas,2009,RS-Fr,0.00%,0.00%,0.00%,NA,0.00%,0.00%,0.00%,0.00%,NA
5538,Julysses Nobles,Arkansas,2009,Fr,14.81%,0.00%,0.00%,50.00%,37.50%,31.58%,0.00%,0.00%,NA
5540,Marshawn Powell,Arkansas,2009,Fr,6.95%,10.66%,0.00%,50.75%,34.18%,21.43%,10.70%,7.38%,6.90%
5533,Chris Roberts,Arkansas,2009,Fr,NA,NA,NA,NA,NA,NA,NA,NA,NA
5541,Michael Sanchez,Arkansas,2009,So,0.00%,NA,0.00%,25.00%,NA,0.00%,0.00%,NA,NA
2330,Michael Washington,Arkansas,2009,Sr,10.85%,3.30%,0.00%,31.25%,25.86%,26.32%,13.95%,5.49%,4.35%
5544,Stefan Welsh,Arkansas,2009,Sr,17.50%,17.86%,3.75%,57.14%,39.13%,22.81%,2.50%,0.00%,0.00%
16988,Joe Clark,Army,2009,So,NA,NA,NA,NA,NA,NA,NA,NA,NA
16984,Ella Ellis,Army,2009,Fr,16.67%,8.33%,6.25%,25.00%,29.41%,25.00%,12.50%,0.00%,0.00%
16996,Nathan Hedgecock,Army,2009,Jr,NA,NA,0.00%,NA,NA,25.00%,NA,NA,NA
16987,Jeremy Hence,Army,2009,Jr,12.90%,4.76%,2.86%,42.31%,27.78%,28.00%,8.06%,0.00%,0.00%
16995,Mitch McDonald,Army,2009,Jr,7.14%,0.00%,0.00%,37.50%,0.00%,50.00%,0.00%,0.00%,NA
47965,C.J. McElrath,Army,2009,Fr,NA,NA,NA,NA,NA,NA,NA,NA,NA
16991,Josh Miller,Army,2009,Sr,10.20%,1.56%,0.00%,30.43%,30.23%,35.29%,2.04%,1.56%,0.00%
16994,Marcus Nelson,Army,2009,Sr,6.10%,19.05%,0.00%,34.38%,40.00%,0.00%,7.32%,0.00%,0.00%
16986,Jason Pancoe,Army,2009,Fr,0.00%,0.00%,0.00%,NA,100.00%,16.67%,0.00%,0.00%,NA
16983,Cleveland Richard,Army,2009,Sr,5.13%,3.79%,0.00%,25.00%,20.21%,29.49%,3.85%,1.52%,0.00%
16992,Julian Simmons,Army,2009,So,13.89%,8.05%,0.76%,25.00%,29.51%,34.25%,0.00%,2.30%,0.00%
16989,Jon Sizemore,Army,2009,Sr,6.67%,8.70%,0.00%,50.00%,33.33%,0.00%,20.00%,4.35%,0.00%
16990,Jordan Springer,Army,2009,Fr,100.00%,0.00%,NA,100.00%,0.00%,NA,0.00%,0.00%,NA
16998,Tyrell Thompson,Army,2009,Sr,9.09%,10.71%,0.00%,25.00%,19.05%,50.00%,0.00%,3.57%,0.00%
16982,Chris Walker,Army,2009,Sr,10.13%,2.94%,NA,34.21%,26.32%,NA,15.19%,5.88%,0.00%
16985,Eric Zastoupil,Army,2009,Sr,10.00%,8.00%,0.00%,50.00%,35.71%,28.57%,22.50%,0.00%,0.00%
5590,Ty Armstrong,Auburn,2009,Fr,0.00%,21.05%,NA,100.00%,0.00%,NA,29.41%,10.53%,0.00%
5587,Rob Chubb,Auburn,2009,Fr,NA,NA,NA,NA,NA,NA,NA,NA,NA
5581,Jake Drum,Auburn,2009,So,NA,NA,NA,NA,NA,NA,NA,NA,NA
5584,Kenny Gabriel,Auburn,2009,So,0.00%,0.00%,0.00%,0.00%,0.00%,16.67%,20.00%,0.00%,0.00%
5586,Lucas Hargrove,Auburn,2009,Sr,8.73%,9.88%,0.00%,27.27%,41.30%,28.99%,8.73%,7.41%,5.88%
5578,Brendan Knox,Auburn,2009,Sr,9.92%,32.14%,0.00%,39.47%,56.25%,0.00%,9.16%,25.00%,15.79%
5582,Johnnie Lett,Auburn,2009,Sr,21.62%,16.67%,0.00%,43.75%,33.33%,50.00%,21.62%,11.11%,0.00%
5577,Andre Malone,Auburn,2009,Fr,7.14%,0.00%,2.08%,40.00%,28.57%,33.33%,21.43%,4.76%,0.00%
5589,Tony Neysmith,Auburn,2009,So,0.00%,0.00%,0.00%,33.33%,NA,0.00%,0.00%,100.00%,0.00%
4818,DeWayne Reed,Auburn,2009,Sr,11.48%,7.32%,2.10%,40.43%,47.37%,23.47%,1.09%,1.22%,0.00%
5579,Earnest Ross,Auburn,2009,Fr,15.38%,30.77%,1.59%,46.15%,36.36%,34.69%,23.08%,7.69%,0.00%
5580,Frankie Sullivan,Auburn,2009,So,5.63%,11.90%,0.61%,48.15%,42.86%,26.21%,5.63%,7.14%,0.00%
5583,Josh Wallace,Auburn,2009,Fr,0.00%,0.00%,0.00%,40.00%,0.00%,50.00%,16.67%,0.00%,0.00%
5588,Tay Waller,Auburn,2009,Sr,8.82%,0.00%,0.00%,33.33%,10.53%,28.69%,0.00%,5.00%,0.00%
5585,"Larry Williams, Jr.",Auburn,2009,Jr,0.00%,NA,0.00%,NA,NA,0.00%,0.00%,NA,NA
11659,Justin Blake,Austin Peay,2009,Fr,8.33%,7.69%,2.15%,28.57%,28.57%,37.10%,4.17%,0.00%,0.00%
11650,Caleb Brown,Austin Peay,2009,Jr,13.46%,3.33%,0.00%,73.91%,41.30%,48.15%,3.85%,1.67%,0.00%
11661,Tyrone Caldwell,Austin Peay,2009,So,14.04%,16.00%,0.00%,38.10%,33.33%,30.43%,3.51%,4.00%,0.00%
9444,Anthony Campbell,Austin Peay,2009,So,6.45%,5.88%,0.00%,41.38%,28.95%,29.79%,9.68%,1.47%,0.00%
11662,Wesley Channels,Austin Peay,2009,Sr,18.10%,8.73%,1.96%,47.46%,35.96%,31.76%,6.03%,3.97%,0.00%
11655,Ernest Fields,Austin Peay,2009,Sr,35.71%,0.00%,NA,16.67%,20.00%,NA,14.29%,0.00%,0.00%
11658,John Fraley,Austin Peay,2009,So,18.80%,12.70%,NA,42.86%,31.11%,NA,17.29%,9.52%,10.34%
11654,Eric Mosley,Austin Peay,2009,Fr,0.00%,0.00%,0.00%,NA,33.33%,27.27%,0.00%,0.00%,NA
11651,Chris Reaves,Austin Peay,2009,So,10.00%,0.00%,0.00%,33.33%,12.50%,0.00%,0.00%,7.14%,0.00%
11653,Duran Roberson,Austin Peay,2009,Jr,11.43%,0.00%,0.00%,30.00%,21.95%,25.00%,11.43%,1.18%,0.00%
11660,Marcel Williams,Austin Peay,2009,So,10.64%,0.00%,NA,47.62%,32.26%,NA,23.40%,2.17%,0.00%
11652,Christopher Wood,Austin Peay,2009,Fr,NA,NA,NA,NA,NA,NA,NA,NA,NA
11376,Brawley Chisholm,Ball State,2009,Sr,6.67%,2.50%,0.00%,33.33%,25.93%,41.67%,0.00%,0.00%,NA
11385,Randy Davis,Ball State,2009,So,12.82%,2.56%,0.00%,29.17%,22.73%,27.27%,0.00%,2.56%,0.00%
11388,Zach Fields,Ball State,2009,Fr,33.33%,0.00%,NA,50.00%,0.00%,NA,33.33%,0.00%,0.00%
11380,John Green,Ball State,2009,Fr,50.00%,0.00%,0.00%,100.00%,50.00%,50.00%,0.00%,0.00%,NA
11383,"Myron Green, Jr.",Ball State,2009,Fr,30.77%,4.00%,5.88%,44.44%,52.63%,36.36%,15.38%,4.00%,0.00%
69742,Maurice Hubbard,Ball State,2009,Fr,4.76%,2.50%,NA,36.36%,39.29%,NA,23.81%,5.00%,0.00%
11378,Jarrod Jones,Ball State,2009,So,11.51%,3.59%,0.00%,39.62%,33.04%,50.00%,6.47%,1.20%,0.00%
11381,Malik Perry,Ball State,2009,Jr,8.99%,9.68%,NA,41.18%,47.37%,NA,20.22%,0.00%,0.00%
11379,Jauwan Scaife,Ball State,2009,Fr,7.69%,4.21%,0.00%,30.77%,27.54%,31.25%,2.56%,0.00%,0.00%
11384,Pierre Sneed,Ball State,2009,So,16.67%,2.90%,0.00%,40.91%,28.89%,0.00%,16.67%,2.90%,0.00%
5797,Terrence Watson,Ball State,2009,Sr,14.04%,1.64%,NA,36.36%,29.55%,NA,21.05%,0.00%,4.17%
4130,Quincy Acy,Baylor,2009,So,2.88%,1.54%,NA,40.91%,48.48%,NA,16.35%,10.77%,8.33%
1945,Tweety Carter,Baylor,2009,Sr,3.92%,5.88%,2.05%,41.67%,33.93%,34.75%,1.96%,0.00%,0.00%
4152,Givon Crump,Baylor,2009,Fr,NA,NA,NA,NA,NA,NA,NA,NA,NA
4154,Nolan Dennis,Baylor,2009,Fr,0.00%,14.29%,0.00%,100.00%,37.50%,44.44%,0.00%,0.00%,NA
4067,LaceDarius Dunn,Baylor,2009,Jr,2.11%,7.69%,1.54%,46.67%,42.53%,37.82%,5.26%,3.08%,0.00%
4145,Fred Ellis,Baylor,2009,So,16.67%,0.00%,0.00%,50.00%,20.00%,25.00%,33.33%,0.00%,0.00%
4151,Oscar Griffin,Baylor,2009,Fr,NA,NA,NA,NA,NA,NA,NA,NA,NA
4149,Cory Jefferson,Baylor,2009,Fr,NA,0.00%,NA,NA,0.00%,NA,NA,0.00%,NA
4142,Anthony Jones,Baylor,2009,So,11.63%,4.82%,0.00%,46.15%,38.60%,38.64%,13.95%,14.46%,16.67%
4146,Josh Lomers,Baylor,2009,Sr,4.30%,9.68%,NA,43.75%,33.33%,NA,20.43%,19.35%,4.00%
4153,Dragan Sekelja,Baylor,2009,Fr,NA,NA,NA,NA,NA,NA,NA,NA,NA
4037,Ekpe Udoh,Baylor,2009,Jr,6.00%,6.44%,0.00%,34.48%,39.13%,50.00%,22.00%,6.87%,13.16%
4150,A.J. Walton,Baylor,2009,Fr,8.00%,14.81%,0.00%,50.00%,52.63%,33.33%,8.00%,7.41%,0.00%
14154,Brandon Baker,Belmont,2009,Fr,14.29%,0.00%,0.00%,22.22%,25.00%,23.53%,4.76%,0.00%,0.00%
14152,Adam Barnes,Belmont,2009,Fr,50.00%,0.00%,NA,50.00%,NA,NA,0.00%,0.00%,NA
14160,Keaton Belcher,Belmont,2009,Sr,1.89%,0.00%,0.00%,60.00%,50.00%,27.37%,20.75%,0.00%,0.00%
14159,Jordan Campbell,Belmont,2009,Jr,6.67%,21.43%,0.00%,40.00%,54.55%,33.80%,26.67%,7.14%,0.00%
14156,Ian Clark,Belmont,2009,Fr,17.11%,8.05%,1.15%,45.16%,32.65%,33.65%,9.21%,1.15%,0.00%
14155,Drew Hanlen,Belmont,2009,So,12.50%,5.56%,1.12%,16.67%,21.43%,38.60%,0.00%,0.00%,NA
14161,Mick Hedgepeth,Belmont,2009,So,16.18%,28.57%,0.00%,48.89%,33.33%,0.00%,17.65%,10.71%,0.00%
14157,Jon House,Belmont,2009,Jr,7.41%,10.53%,0.00%,37.93%,23.08%,59.09%,14.81%,10.53%,0.00%
3641,Kerron Johnson,Belmont,2009,Fr,9.52%,6.06%,6.45%,54.55%,30.00%,39.13%,0.00%,0.00%,NA
14164,Trevor Noack,Belmont,2009,Fr,9.09%,0.00%,0.00%,66.67%,33.33%,33.33%,27.27%,28.57%,0.00%
14158,Jonny Rice,Belmont,2009,So,0.00%,0.00%,7.14%,NA,NA,50.00%,0.00%,0.00%,NA
7930,Scott Saunders,Belmont,2009,So,19.81%,17.24%,NA,46.81%,41.03%,NA,16.98%,8.62%,0.00%
19024,Albert Abrahams,Bethune-Cookman,2009,Jr,10.13%,7.83%,NA,56.25%,40.98%,NA,21.52%,6.09%,0.00%
19036,Tyrel Adams,Bethune-Cookman,2009,Sr,10.71%,11.90%,NA,35.71%,33.33%,NA,21.43%,0.00%,0.00%
19032,Kene Anusionwu,Bethune-Cookman,2009,Sr,0.00%,0.00%,NA,NA,100.00%,NA,0.00%,0.00%,NA
19034,Rashad Bailey,Bethune-Cookman,2009,Jr,NA,NA,NA,NA,NA,NA,NA,NA,NA
19030,Javoris Bryant,Bethune-Cookman,2009,Fr,11.63%,12.68%,NA,66.67%,46.00%,NA,20.93%,5.63%,0.00%
19033,Kevin Dukes,Bethune-Cookman,2009,Fr,0.00%,0.00%,0.93%,100.00%,30.00%,34.85%,16.67%,0.00%,0.00%
19035,"Stanley Elliott, Jr.",Bethune-Cookman,2009,So,7.69%,10.29%,0.00%,39.13%,47.73%,21.43%,9.62%,2.94%,0.00%
19031,"Jerry Jones, Jr.",Bethune-Cookman,2009,So,6.67%,0.00%,0.00%,33.33%,50.00%,16.67%,0.00%,12.50%,0.00%
19027,Aric Miller,Bethune-Cookman,2009,Fr,10.00%,14.81%,0.00%,36.36%,47.37%,42.86%,13.33%,0.00%,0.00%
19028,C.J. Reed,Bethune-Cookman,2009,So,9.20%,3.93%,0.00%,50.00%,33.78%,30.48%,2.30%,1.75%,0.00%
19025,Alexander Starling,Bethune-Cookman,2009,Jr,8.33%,6.02%,0.00%,39.02%,36.21%,0.00%,18.94%,0.00%,0.00%
19029,Jarrell Thomas,Bethune-Cookman,2009,Sr,0.00%,5.56%,0.00%,50.00%,30.77%,29.41%,4.76%,5.56%,0.00%
19026,Antroine Williford,Bethune-Cookman,2009,Fr,20.00%,5.88%,NA,42.86%,30.00%,NA,40.00%,5.88%,20.00%
17646,Moussa Camara,Binghamton,2009,Jr,0.00%,3.39%,0.00%,33.33%,30.43%,31.18%,3.45%,3.39%,0.00%
17642,Jimmy Gray,Binghamton,2009,Fr,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,NA
17647,Pina Guillaume,Binghamton,2009,Fr,5.88%,10.00%,0.00%,62.50%,40.00%,60.00%,17.65%,0.00%,0.00%
17645,Mike Horn,Binghamton,2009,Fr,NA,NA,NA,NA,NA,NA,NA,NA,NA
17644,Mahamoud Jabbi,Binghamton,2009,Jr,4.92%,2.44%,0.00%,36.36%,34.78%,25.00%,24.59%,7.32%,4.76%
17649,Taylor Johnston,Binghamton,2009,Fr,33.33%,25.00%,0.00%,100.00%,0.00%,33.33%,0.00%,0.00%,NA
17639,Chretien Lukusa,Binghamton,2009,Jr,14.93%,5.88%,0.00%,36.11%,37.50%,35.09%,11.94%,5.88%,0.00%
17648,Preston Pena,Binghamton,2009,Jr,NA,NA,NA,NA,NA,NA,NA,NA,NA
17650,Umur Peten,Binghamton,2009,Jr,4.17%,0.00%,5.88%,50.00%,25.00%,25.00%,12.50%,0.00%,0.00%
17641,Javon Ralling,Binghamton,2009,Fr,NA,NA,NA,NA,NA,NA,NA,NA,NA
17643,Kyrie Sutton,Binghamton,2009,So,0.00%,4.41%,NA,33.33%,23.68%,NA,10.87%,4.41%,12.50%
17640,Dylan Talley,Binghamton,2009,Fr,13.04%,8.08%,0.00%,55.17%,36.92%,35.00%,8.70%,2.02%,0.00%
9555,Greer Wright,Binghamton,2009,Jr,1.98%,13.46%,4.17%,56.52%,42.67%,36.47%,10.89%,1.92%,0.00%
8758,La'Shard Anderson,Boise State,2009,Jr,15.25%,9.24%,1.05%,54.17%,32.50%,33.82%,1.69%,1.68%,0.00%
8761,Robert Arnold,Boise State,2009,Jr,8.22%,5.88%,0.00%,43.48%,33.90%,29.33%,15.07%,7.84%,5.00%
8757,Kurt Cunningham,Boise State,2009,Sr,12.33%,8.05%,0.00%,50.00%,25.00%,0.00%,12.33%,8.05%,0.00%
8759,Nate Larsen,Boise State,2009,Sr,NA,NA,0.00%,NA,NA,100.00%,NA,NA,NA
8753,Daequon Montreal,Boise State,2009,Jr,2.46%,8.65%,0.00%,33.33%,23.68%,23.53%,14.75%,17.31%,0.00%
8766,Zack Moritz,Boise State,2009,Jr,2.94%,4.44%,NA,66.67%,35.71%,NA,23.53%,13.33%,0.00%
8760,Paul Noonan,Boise State,2009,Jr,5.88%,4.17%,0.00%,0.00%,40.00%,41.30%,17.65%,0.00%,0.00%
8755,Ike Okoye,Boise State,2009,Sr,4.20%,3.52%,0.00%,43.75%,33.63%,50.00%,10.92%,6.53%,0.00%
8765,Westly Perryman,Boise State,2009,RS-Jr,11.11%,14.29%,0.00%,66.67%,33.33%,33.33%,0.00%,0.00%,NA
8756,Justin Salzwedel,Boise State,2009,Jr,NA,NA,0.00%,NA,NA,11.11%,NA,NA,NA
8752,Anthony Thomas,Boise State,2009,Sr,5.88%,5.77%,0.00%,63.64%,29.41%,34.62%,0.00%,3.85%,0.00%
8764,Tyler Young,Boise State,2009,Fr,NA,0.00%,NA,NA,0.00%,NA,NA,0.00%,NA
3764,Cortney Dunn,Boston College,2009,Jr,31.82%,16.67%,NA,35.71%,40.00%,NA,18.18%,0.00%,0.00%
3765,Dallas Elmore,Boston College,2009,So,11.43%,9.52%,0.00%,60.00%,34.48%,42.86%,8.57%,4.76%,20.00%
3771,Reggie Jackson,Boston College,2009,So,12.73%,1.04%,0.00%,43.48%,43.33%,43.48%,13.64%,3.13%,15.79%
3769,Nick Mosakowski,Boston College,2009,So,NA,NA,NA,NA,NA,NA,NA,NA,NA
3762,Biko Paris,Boston College,2009,Jr,8.77%,6.67%,0.00%,30.77%,65.00%,40.74%,3.51%,3.33%,0.00%
3763,Corey Raji,Boston College,2009,Jr,16.67%,9.09%,0.00%,52.27%,36.51%,33.33%,26.19%,7.27%,0.00%
3766,Evan Ravenel,Boston College,2009,So,8.00%,10.00%,NA,50.00%,23.08%,NA,28.00%,5.00%,25.00%
4831,Peter Rehnquist,Boston College,2009,So,NA,NA,NA,NA,NA,NA,NA,NA,NA
3772,Tyler Roche,Boston College,2009,Sr,17.65%,2.38%,0.00%,60.00%,47.37%,30.61%,29.41%,7.14%,0.00%
3770,Rakim Sanders,Boston College,2009,Jr,12.12%,12.50%,2.44%,44.12%,28.89%,31.58%,4.55%,0.00%,25.00%
3768,Josh Southern,Boston College,2009,Jr,15.09%,6.25%,NA,38.10%,30.00%,NA,9.43%,6.25%,0.00%
3767,Joe Trapani,Boston College,2009,Jr,8.65%,8.89%,0.74%,46.15%,41.94%,41.86%,19.23%,7.78%,7.14%
17705,Tunde Agboola,Boston University,2009,Sr,0.00%,0.00%,0.00%,0.00%,NA,0.00%,0.00%,100.00%,0.00%
17694,B.J. Bailey,Boston University,2009,Fr,0.00%,33.33%,0.00%,0.00%,20.00%,0.00%,0.00%,0.00%,NA
17700,John Holland,Boston University,2009,Jr,12.61%,3.33%,0.63%,36.84%,29.90%,29.70%,5.04%,5.33%,7.14%
17697,Corey Lowe,Boston University,2009,Sr,21.88%,5.08%,1.04%,24.24%,32.89%,26.36%,4.69%,4.24%,0.00%
17706,Tyler Morris,Boston University,2009,Sr,9.30%,7.46%,0.96%,33.33%,28.26%,31.82%,4.65%,1.49%,0.00%
17698,Jake O'Brien,Boston University,2009,So,7.69%,8.28%,0.75%,47.22%,24.30%,21.18%,15.38%,5.33%,0.00%
17699,Jeff Pelage,Boston University,2009,So,27.87%,3.57%,NA,50.00%,33.33%,NA,22.95%,17.86%,5.26%
17702,Michael Schulze,Boston University,2009,Sr,NA,NA,NA,NA,NA,NA,NA,NA,NA
17707,Valdas Sirutis,Boston University,2009,Sr,14.29%,10.00%,3.70%,33.33%,28.57%,35.00%,7.14%,10.00%,0.00%
17704,Sherrod Smith,Boston University,2009,Sr,66.67%,0.00%,0.00%,33.33%,100.00%,0.00%,33.33%,0.00%,0.00%
17696,Carlos Strong,Boston University,2009,Sr,1.79%,1.89%,0.00%,30.43%,34.29%,24.14%,7.14%,3.77%,0.00%
17695,Brendan Sullivan,Boston University,2009,Sr,60.00%,0.00%,0.00%,40.00%,100.00%,28.57%,40.00%,0.00%,0.00%
11280,Dee Brown,Bowling Green,2009,So,7.69%,3.54%,0.00%,41.18%,36.62%,27.27%,1.92%,2.65%,0.00%
11277,A'uston Calhoun,Bowling Green,2009,Fr,NA,NA,NA,NA,NA,NA,NA,NA,NA
11284,Jordon Crawford,Bowling Green,2009,Fr,13.79%,3.23%,0.00%,33.33%,38.10%,28.57%,0.00%,0.00%,NA
11282,James Erger,Bowling Green,2009,Fr,0.00%,0.00%,0.00%,NA,100.00%,50.00%,0.00%,0.00%,NA
9150,Darion Goins,Bowling Green,2009,Jr,0.00%,0.00%,0.00%,NA,33.33%,33.33%,0.00%,0.00%,NA
11283,Joe Jakubowski,Bowling Green,2009,Jr,16.18%,10.00%,0.00%,57.14%,40.74%,32.08%,1.47%,0.00%,0.00%
11287,Matt Karaffa,Bowling Green,2009,Jr,NA,NA,NA,NA,NA,NA,NA,NA,NA
11285,Luke Kraus,Bowling Green,2009,Fr,0.00%,0.00%,0.00%,NA,0.00%,0.00%,0.00%,0.00%,NA
11286,Marc Larson,Bowling Green,2009,Sr,16.42%,4.17%,NA,46.67%,46.67%,NA,20.90%,2.08%,0.00%
11281,Erik Marschall,Bowling Green,2009,Sr,8.91%,4.48%,0.00%,50.00%,34.04%,50.00%,10.89%,4.48%,0.00%
11278,Danny McElroy,Bowling Green,2009,Fr,0.00%,0.00%,0.00%,50.00%,10.53%,0.00%,0.00%,0.00%,NA
11288,Otis Polk,Bowling Green,2009,Sr,4.88%,5.88%,NA,38.10%,28.95%,NA,22.56%,7.84%,2.50%
11289,Scott Thomas,Bowling Green,2009,So,12.36%,5.15%,0.00%,45.16%,34.48%,29.67%,13.48%,1.03%,0.00%
7065,Taylor Brown,Bradley,2009,So,8.70%,3.16%,0.00%,50.00%,28.26%,25.71%,7.25%,3.16%,0.00%
4527,Dodie Dunson,Bradley,2009,RS-Sr,NA,0.00%,0.00%,NA,0.00%,25.00%,NA,0.00%,NA
7058,Jake Eastman,Bradley,2009,Fr,7.14%,8.70%,0.00%,16.67%,33.33%,0.00%,7.14%,13.04%,0.00%
7066,Will Egolf,Bradley,2009,So,5.17%,1.80%,NA,31.25%,21.21%,NA,3.45%,6.31%,11.11%
7060,Milos Knezevic,Bradley,2009,Fr,NA,0.00%,0.00%,NA,0.00%,25.00%,NA,0.00%,NA
7064,Sam Maniscalco,Bradley,2009,Jr,10.77%,7.58%,0.00%,52.94%,34.21%,32.94%,1.54%,0.00%,0.00%
7057,Eddren McCain,Bradley,2009,So,0.00%,0.00%,0.00%,50.00%,11.11%,38.46%,0.00%,0.00%,NA
7062,Ryan Phillips,Bradley,2009,Sr,NA,NA,0.00%,NA,NA,0.00%,NA,NA,NA
7055,Chris Roberts,Bradley,2009,Sr,0.00%,4.82%,0.00%,28.57%,29.31%,34.69%,6.98%,6.02%,0.00%
7056,Dyricus Simms-Edwards,Bradley,2009,Fr,8.00%,4.00%,0.00%,40.00%,11.76%,26.09%,0.00%,0.00%,NA
7063,Sam Singh,Bradley,2009,Sr,0.00%,4.00%,NA,33.33%,15.79%,NA,9.52%,16.00%,0.00%
7053,Anthony Thompson,Bradley,2009,So,0.00%,0.00%,NA,0.00%,33.33%,NA,0.00%,12.50%,0.00%
7052,Andrew Warren,Bradley,2009,Jr,4.88%,7.48%,1.39%,43.75%,38.14%,26.44%,4.88%,2.72%,0.00%
7054,Charonn Woods,Bradley,2009,Fr,NA,NA,NA,NA,NA,NA,NA,NA,NA
12331,Marques Coleman,Brown,2009,Fr,NA,0.00%,NA,NA,NA,NA,NA,0.00%,NA
12335,Steve Gruber,Brown,2009,Sr,11.76%,7.41%,0.00%,18.18%,17.65%,10.00%,0.00%,0.00%,NA
12336,Tucker Halpern,Brown,2009,Fr,17.95%,1.79%,0.00%,30.43%,25.00%,22.54%,5.13%,0.00%,0.00%
12330,Jean Herbert-Harris,Brown,2009,So,40.00%,0.00%,0.00%,100.00%,33.33%,54.55%,20.00%,0.00%,0.00%
12329,Garrett Leffelman,Brown,2009,Jr,14.29%,0.00%,1.35%,28.57%,31.25%,17.07%,7.14%,2.94%,0.00%
12327,Andrew McCarthy,Brown,2009,Fr,9.18%,11.63%,0.00%,24.32%,13.79%,40.00%,23.47%,9.30%,7.69%
12340,Matt Mullery,Brown,2009,Sr,9.09%,9.38%,0.00%,18.60%,25.00%,16.67%,4.33%,3.13%,0.00%
12332,Matt Sullivan,Brown,2009,Fr,11.76%,8.11%,2.30%,52.17%,14.81%,11.32%,5.88%,0.00%,0.00%
12343,Peter Sullivan,Brown,2009,Jr,19.32%,13.33%,0.00%,34.29%,26.19%,23.81%,3.41%,0.00%,0.00%
12328,Chris Taylor,Brown,2009,Jr,8.70%,16.67%,NA,20.00%,20.00%,NA,30.43%,0.00%,0.00%
12326,Adrian Williams,Brown,2009,Jr,15.00%,9.52%,0.78%,75.00%,17.65%,21.59%,0.00%,0.00%,NA
20433,Brent Abendroth,Bryant,2009,Fr,NA,NA,NA,NA,NA,NA,NA,NA,NA
20435,Chris Birrell,Bryant,2009,Sr,9.52%,5.26%,0.77%,38.46%,25.00%,25.56%,4.76%,5.26%,0.00%
20437,Daniel Calandrillo,Bryant,2009,Fr,0.00%,NA,0.00%,NA,NA,100.00%,0.00%,NA,NA
20440,Michael Chroney,Bryant,2009,Jr,15.38%,4.76%,6.25%,50.00%,25.00%,20.00%,7.69%,0.00%,0.00%
20434,Cecil Gresham,Bryant,2009,RS-Sr,28.57%,6.25%,0.00%,66.67%,17.39%,26.47%,28.57%,0.00%,0.00%
20442,Raphael Jordan,Bryant,2009,Fr,18.64%,10.29%,0.00%,21.62%,32.61%,39.29%,6.78%,0.00%,0.00%
20444,Vladyslav Kondratyev,Bryant,2009,Fr,9.59%,1.49%,0.00%,26.09%,7.50%,12.00%,10.96%,0.00%,0.00%
20432,Barry Latham,Bryant,2009,Jr,7.27%,3.92%,0.00%,26.92%,22.86%,29.41%,10.91%,0.00%,0.00%
20443,Sam LeClerc,Bryant,2009,So,0.00%,25.00%,7.69%,0.00%,25.00%,41.67%,0.00%,0.00%,NA
10597,Papa Lo,Bryant,2009,So,7.14%,0.00%,NA,25.00%,11.11%,NA,14.29%,4.00%,0.00%
20436,Claybrin McMath,Bryant,2009,Fr,0.00%,4.55%,0.00%,20.00%,8.33%,16.67%,5.56%,0.00%,0.00%
20429,Adam Parzych,Bryant,2009,Jr,20.00%,6.25%,0.97%,41.18%,0.00%,18.67%,3.33%,0.00%,0.00%
20441,Nick Pontes,Bryant,2009,Sr,7.50%,5.26%,NA,27.78%,8.70%,NA,10.00%,0.00%,0.00%
20438,Don Smith,Bryant,2009,Sr,NA,NA,NA,NA,NA,NA,NA,NA,NA
20439,Erick Smith,Bryant,2009,Fr,44.44%,33.33%,0.00%,33.33%,22.22%,10.00%,11.11%,0.00%,0.00%
20431,Anthony Thomas (2),Bryant,2009,Sr,NA,100.00%,0.00%,NA,0.00%,50.00%,NA,0.00%,NA
17061,Enoch Andoh,Bucknell,2009,So,13.33%,16.67%,NA,37.50%,75.00%,NA,20.00%,0.00%,0.00%
17066,Patrick Behan,Bucknell,2009,Sr,8.79%,3.42%,0.00%,27.78%,30.99%,66.67%,13.19%,0.85%,0.00%
17062,G.W. Boon,Bucknell,2009,Jr,9.43%,16.67%,1.77%,56.25%,38.10%,27.27%,18.87%,10.00%,0.00%
17056,Bryan Cohen,Bucknell,2009,So,16.98%,5.63%,0.00%,44.12%,38.64%,38.81%,3.77%,1.41%,0.00%
17070,Zach Evans,Bucknell,2009,Sr,0.00%,NA,0.00%,NA,NA,0.00%,0.00%,NA,NA
17064,Matt Fiery,Bucknell,2009,Jr,NA,NA,NA,NA,NA,NA,NA,NA,NA
