GMID,Name,School,Year,AST,A2PJ,S2P,A3P,DunkAss,TO,TOFoul,TOSteal,TOMisc
107639,Preston Parks,Citadel,2016,12,0,2,10,14,14,0,8,6
107639,Preston Parks,Citadel,2017,9,0,2,7,6,6,0,2,4
107641,Bobby Planutis,Mount St. Mary's,2017,2,0,1,1,5,5,0,2,3
107642,Jamie Rutherford,Texas Southern,2016,1,1,0,0,1,1,0,1,0
107643,Ronald Whitaker,Florida International,2016,1,0,1,0,1,1,0,1,0
107643,Ronald Whitaker,Florida International,2017,0,0,0,0,0,0,0,0,0
107644,Lorenzo Edwards,Saint Joseph's,2016,NA,NA,NA,NA,NA,0,NA,NA,NA
107644,Lorenzo Edwards,Saint Joseph's,2017,0,0,0,0,2,2,0,1,1
107645,Immanuel King,Texas State,2016,2,1,0,1,1,1,0,1,0
107645,Immanuel King,Texas State,2017,5,0,1,4,2,2,1,1,0
107647,Davon Clare,Cal State Fullerton,2016,0,0,0,0,0,0,0,0,0
107647,Davon Clare,Cal State Fullerton,2017,0,0,0,0,4,4,0,0,4
107648,Michael Chambers,Maryland-Eastern Shore,2016,4,1,2,1,1,1,0,0,1
107649,Jaraan Lands,Albany,2016,1,1,0,0,4,4,1,3,0
107651,Kris Clyburn,UNLV,2016,5,0,3,2,8,8,1,1,6
107651,Kris Clyburn,UNLV,2017,40,10,22,8,32,32,2,15,15
107652,Brendan Barry,Dartmouth,2016,4,0,3,1,1,1,0,1,0
107652,Brendan Barry,Dartmouth,2017,15,2,3,10,1,1,0,1,0
107654,DeShawndre Black,Detroit-Mercy,2016,7,2,0,5,2,2,0,1,1
107654,DeShawndre Black,Detroit-Mercy,2017,2,0,0,2,4,4,0,3,1
107655,Shane Gatling,Niagara,2016,3,2,0,1,4,4,0,1,3
107656,Rahim Williams,Youngstown State,2016,3,2,0,1,6,6,1,2,3
107657,York Benjamin,Texas A&M-CC,2017,0,0,0,0,6,6,1,1,4
107657,York Benjamin,Texas A&M-CC,2017,0,0,0,0,6,6,1,1,4
107658,Isaiah Fontaine,Southern,2016,0,0,0,0,0,0,0,0,0
107659,Tre'Darius McCallum,DePaul,2016,12,4,5,3,16,16,3,5,8
107659,Tre'Darius McCallum,DePaul,2017,9,2,3,4,16,16,1,10,5
107660,"Leon Williams, Jr.",Florida A&M,2016,0,0,0,0,0,0,0,0,0
107661,Junior Saintel,Stony Brook,2016,0,0,0,0,2,2,0,2,0
107661,Junior Saintel,Stony Brook,2017,3,0,0,3,7,7,0,3,4
107662,Deshawn Jones,Jacksonville State,2016,2,0,0,2,1,1,0,1,0
107663,Desmond Bane,Texas Christian,2016,38,6,17,15,37,37,1,16,20
107663,Desmond Bane,Texas Christian,2017,78,11,32,35,55,55,3,27,25
107664,Damien Sears,Jacksonville,2017,1,0,1,0,1,1,1,0,0
107665,Marlon Adams,Eastern Kentucky,2016,2,0,0,2,1,1,0,1,0
107667,Christian Bradford,Radford,2016,10,2,4,4,19,19,0,13,6
107667,Christian Bradford,Radford,2017,5,0,4,1,4,4,0,1,3
107668,Josh Doss,South Dakota,2016,0,0,0,0,0,0,0,0,0
107668,Josh Doss,South Dakota,2017,5,1,1,3,7,7,0,4,3
107669,Philip Winston,Quinnipiac,2016,2,0,1,1,1,1,0,0,1
107670,Greg Lee,Cal State Bakersfield,2017,2,1,1,0,2,2,0,0,2
107672,Ade Murkey,Denver,2016,0,0,0,0,1,1,0,1,0
107672,Ade Murkey,Denver,2017,1,0,1,0,6,6,0,5,1
107674,Xavier Cochran,Albany,2017,0,0,0,0,0,0,0,0,0
107674,Xavier Cochran,Albany,2017,0,0,0,0,0,0,0,0,0
107675,Connor Ferrell,Wagner,2016,0,0,0,0,0,0,0,0,0
107676,Justin Williams,George Washington,2016,0,0,0,0,0,0,0,0,0
107676,Justin Williams,George Washington,2017,0,0,0,0,1,1,0,1,0
107677,Akil Douglas,Santa Clara,2016,0,0,0,0,4,4,0,3,1
107680,Kyle Guice,Illinois-Chicago,2016,0,0,0,0,0,0,0,0,0
107681,Michael Nwabuzor,Texas-RGV,2016,6,1,0,5,4,4,0,2,2
107682,John Dewey III,Sam Houston State,2016,14,3,7,4,9,9,0,4,5
107682,John Dewey III,Sam Houston State,2017,17,6,5,6,9,9,1,7,1
107683,Eddy Polanco,Southeastern Louisiana,2016,4,0,1,3,2,2,0,1,1
107683,Eddy Polanco,Southeastern Louisiana,2017,6,1,4,1,5,5,0,2,3
107690,Anthony Duruji,Louisiana Tech,2017,0,0,0,0,4,4,1,2,1
107693,Chance Anderson,San Francisco,2016,4,0,2,2,0,0,0,0,0
107694,Ben Eke Kazee,Miami (OH),2016,0,0,0,0,0,0,0,0,0
107695,Soufiyane Diakite,Morehead State,2016,0,0,0,0,1,1,1,0,0
107695,Soufiyane Diakite,Bethune-Cookman,2017,1,1,0,0,1,1,1,0,0
107696,Amir Warnock,Alabama State,2016,1,0,1,0,5,5,0,1,4
107697,Lafayette Rutledge,Nicholls State,2016,0,0,0,0,2,2,0,0,2
107697,Lafayette Rutledge,Nicholls State,2017,2,1,1,0,3,3,0,2,1
107699,Gage Loy,Texas-RGV,2016,2,0,0,2,2,2,0,1,1
107700,Nick Greely,Campbell,2017,0,0,0,0,0,0,0,0,0
107701,Chris Lester,New Hampshire,2017,0,0,0,0,0,0,0,0,0
107702,Kobe Gantz,Delaware State,2016,9,3,3,3,4,4,0,3,1
107702,Kobe Gantz,Delaware State,2017,0,0,0,0,0,0,0,0,0
107703,Djordjije Sljivancanin,UNLV,2016,NA,NA,NA,NA,NA,0,NA,NA,NA
107704,Micah Goss,Norfolk State,2016,2,0,1,1,2,2,1,0,1
107705,Jonathan Dalton,Southeast Missouri State,2016,1,1,0,0,2,2,0,1,1
107705,Jonathan Dalton,Southeast Missouri State,2017,6,1,1,4,7,7,0,5,2
107706,Justin Brown (2),UNC Asheville,2016,1,0,1,0,0,0,0,0,0
107706,Justin Brown (2),UNC Asheville,2017,0,0,0,0,0,0,0,0,0
107707,Troy Thompson,Prairie View A&M,2016,1,0,1,0,5,5,0,2,3
107707,Troy Thompson,Prairie View A&M,2017,2,0,0,2,8,8,0,4,4
107708,Jaylan Ballou,UNLV,2016,NA,NA,NA,NA,NA,0,NA,NA,NA
107709,Harrison Kay,Central Connecticut State,2016,0,0,0,0,0,0,0,0,0
107709,Harrison Kay,Central Connecticut State,2017,0,0,0,0,0,0,0,0,0
107710,Chris Williams (3),Central Connecticut State,2016,0,0,0,0,0,0,0,0,0
107710,Chris Williams (3),Central Connecticut State,2017,0,0,0,0,0,0,0,0,0
107711,Ja'Kwan Jones,Quinnipiac,2016,0,0,0,0,0,0,0,0,0
107918,Stef Smith,Vermont,2017,26,4,14,8,20,20,6,8,6
107926,Justin Minaya,South Carolina,2017,35,10,6,19,30,30,1,18,11
107943,Jamal Watson,Mississippi Valley State,2016,3,1,1,1,3,3,0,3,0
107943,Jamal Watson,Mississippi Valley State,2017,4,2,1,1,1,1,0,1,0
107944,Brian Garrett,Hawaii,2016,0,0,0,0,0,0,0,0,0
107945,Richard Bivens,Florida International,2016,0,0,0,0,1,1,0,1,0
107946,Jonah Antonio,Mount St. Mary's,2017,1,0,1,0,1,1,0,1,0
107949,Jahvaughn Powell,Nicholls State,2016,12,2,3,7,14,14,0,8,6
107949,Jahvaughn Powell,Nicholls State,2017,9,2,1,6,3,3,1,0,2
107950,Jordan Bell (2),Northwestern State,2016,0,0,0,0,1,1,0,0,1
107951,Deniz Celen,Fairfield,2016,0,0,0,0,1,1,0,0,1
107953,Gibson Johnson,Hawaii,2016,0,0,0,0,0,0,0,0,0
107953,Gibson Johnson,Hawaii,2017,2,0,2,0,2,2,0,1,1
107954,Tyrie Jackson,Virginia Tech,2017,8,2,4,2,9,9,0,3,6
107956,Delveion Jackson,UC Davis,2017,2,0,1,1,0,0,0,0,0
107958,Connor Fulton,Ohio State,2017,0,0,0,0,1,1,0,1,0
107959,Joe Quintana,Loyola Marymount,2017,6,1,3,2,4,4,0,3,1
107963,"Vin Baker, Jr.",Boston College,2017,1,0,0,1,15,15,0,10,5
107964,Zack Dawson,Oklahoma State,2017,8,0,1,7,8,8,0,5,3
107965,Jarrett Culver,Texas Tech,2017,67,7,40,18,57,57,6,33,18
107971,Shandon Goldman,Little Rock,2016,0,0,0,0,0,0,0,0,0
108013,Daryl Edwards,LSU,2017,36,9,12,15,24,24,0,12,12
108014,Simon Okolue,Delaware State,2017,0,0,0,0,2,2,0,0,2
108015,Malik Petteway,Robert Morris,2017,1,0,0,1,2,2,0,1,1
108016,Jeremiah Bell,Milwaukee,2016,1,0,0,1,1,1,0,0,1
108016,Jeremiah Bell,Milwaukee,2017,8,1,3,4,4,4,1,2,1
108021,Makur Puou,New Orleans,2016,1,1,0,0,3,3,0,3,0
108021,Makur Puou,New Orleans,2017,3,1,1,1,8,8,1,3,4
108022,Chris Darrington,Tennessee,2017,19,3,7,9,14,14,0,8,6
108045,E.J. Boyce,San Jose State,2016,3,0,1,2,2,2,0,2,0
108051,U.C. Iroegbu,Stony Brook,2016,2,1,1,0,3,3,0,3,0
108051,U.C. Iroegbu,Stony Brook,2017,3,0,0,3,4,4,0,3,1
108057,Chris Howell,South Dakota State,2016,4,1,2,1,7,7,1,3,3
108057,Chris Howell,South Dakota State,2017,0,0,0,0,6,6,0,2,4
108069,Adarius Avery,Loyola (IL),2017,4,1,0,3,6,6,0,6,0
108072,"Bill Muse, Jr.",Coastal Carolina,2017,0,0,0,0,0,0,0,0,0
108073,Deven Simms,Arkansas State,2016,5,1,1,3,19,19,0,10,9
108073,Deven Simms,Arkansas State,2017,2,0,1,1,6,6,1,2,3
108082,Darius Thompson (2),Tennessee-Martin,2017,6,1,1,4,6,6,1,3,2
108087,Eugene Jones,Alabama A&M,2016,0,0,0,0,0,0,0,0,0
108099,Lamar Morgan,Coppin State,2017,3,1,0,2,12,12,1,8,3
108101,Javonni Harrell,Florida A&M,2017,4,1,3,0,2,2,0,2,0
108103,David Davis,Ole Miss,2017,1,0,1,0,2,2,0,1,1
108108,Rickey Holden,Cal State Bakersfield,2017,15,2,7,6,14,14,0,10,4
108113,Andrew Riley,Arkansas State,2016,1,0,0,1,0,0,0,0,0
108113,Andrew Riley,Arkansas State,2017,0,0,0,0,0,0,0,0,0
108114,Bruce Stevens,Ole Miss,2017,36,6,11,19,33,33,9,11,13
108115,Tristin Walley,Arkansas State,2017,0,0,0,0,5,5,1,3,1
108117,Austin Awad,Winthrop,2017,0,0,0,0,1,1,0,1,0
108119,Kareem Brewton,Memphis,2017,27,3,12,12,16,16,0,9,7
108122,Zavier Peart,Manhattan,2016,0,0,0,0,1,1,0,0,1
108123,Keoni Wallington,Longwood,2017,NA,NA,NA,NA,NA,0,NA,NA,NA
108150,Brandon Huffman,North Carolina,2017,1,0,1,0,11,11,0,7,4
108151,Jordan Usher,USC,2017,29,4,17,8,20,20,0,12,8
108188,Jordan Hardwick,Coppin State,2017,0,0,0,0,2,2,1,1,0
108400,Josip Vrankic,Santa Clara,2017,2,1,0,1,9,9,1,4,4
108411,Jhivvan Jackson,Texas-San Antonio,2017,5,1,1,3,7,7,0,2,5
108483,Nicolas Claxton,Georgia,2017,6,2,3,1,23,23,2,7,14
108504,Alex O'Connell,Duke,2017,19,4,11,4,16,16,0,8,8
108549,Daniel Akin,UMBC,2017,3,0,0,3,6,6,3,1,2
108570,Thomas Allen,Nebraska,2017,17,4,7,6,20,20,0,13,7
108577,Buay Koka,Tulane,2017,0,0,0,0,1,1,0,0,1
108584,Isaac Letoa,Dartmouth,2017,2,0,0,2,1,1,0,0,1
108588,Eliel Nsoseme,Cincinnati,2017,5,0,3,2,10,10,1,3,6
109260,Costa Anderson,Albany,2016,0,0,0,0,0,0,0,0,0
109260,Costa Anderson,Albany,2017,1,0,0,1,0,0,0,0,0
109260,Costa Anderson,Albany,2017,1,0,0,1,0,0,0,0,0
109261,Devonte Campbell,Albany,2016,0,0,0,0,4,4,0,2,2
109261,Devonte Campbell,Albany,2017,3,1,1,1,3,3,1,2,0
109261,Devonte Campbell,Albany,2017,3,1,1,1,3,3,1,2,0
109262,Marqueese Grayson,Albany,2016,3,0,1,2,4,4,0,1,3
109263,Nikola Colovic,Hartford,2016,0,0,0,0,0,0,0,0,0
109263,Nikola Colovic,Hartford,2017,NA,NA,NA,NA,NA,0,NA,NA,NA
109264,Kijana Love,New Hampshire,2016,1,0,0,1,9,9,0,4,5
109266,Morris Dunnigan,Houston,2016,1,0,0,1,4,4,0,3,1
109267,Mateen Hirbod,Houston,2016,1,1,0,0,0,0,0,0,0
109268,Yito Alvarado,South Florida,2016,0,0,0,0,0,0,0,0,0
109268,Yito Alvarado,South Florida,2017,NA,NA,NA,NA,NA,0,NA,NA,NA
109269,Alex Foree,Tulsa,2017,NA,NA,NA,NA,NA,0,NA,NA,NA
109270,Brock Stephenson,UCF,2016,0,0,0,0,0,0,0,0,0
109272,Riley Till,Iowa,2017,0,0,0,0,1,1,0,0,1
109273,Travis Valmon,Maryland,2016,0,0,0,0,2,2,0,1,1
109273,Travis Valmon,Maryland,2017,0,0,0,0,2,2,0,1,1
109274,Fred Wright-Jones,Michigan,2016,0,0,0,0,1,1,0,1,0
109275,Brady Rudrud,Minnesota,2016,0,0,0,0,0,0,0,0,0
109275,Brady Rudrud,Minnesota,2017,1,1,0,0,3,3,0,3,0
109276,Tino Malnati,Northwestern,2017,1,0,1,0,1,1,0,1,0
109277,Tommy Luce,Purdue,2016,3,2,1,0,4,4,0,4,0
109277,Tommy Luce,Purdue,2017,7,3,3,1,6,6,0,2,4
109278,Eugene Omoruyi,Rutgers,2016,7,1,3,3,12,12,0,2,10
109278,Eugene Omoruyi,Rutgers,2017,4,2,1,1,20,20,3,9,8
109280,Shea Rush,North Carolina,2016,0,0,0,0,1,1,0,1,0
109280,Shea Rush,North Carolina,2017,2,1,1,0,4,4,0,3,1
109282,Isaac Fields,Clemson,2016,0,0,0,0,0,0,0,0,0
109282,Isaac Fields,Clemson,2017,0,0,0,0,0,0,0,0,0
109283,Will Miles,Florida State,2017,0,0,0,0,0,0,0,0,0
109287,Spencer Newman,NC State,2017,0,0,0,0,1,1,0,1,0
109288,Patrick Mazza,Notre Dame,2016,0,0,0,0,1,1,0,1,0
109289,Tucker Vang,Kansas,2016,0,0,0,0,1,1,0,1,0
109294,Jordan Scurry,Creighton,2016,3,0,1,2,0,0,0,0,0
109294,Jordan Scurry,Creighton,2017,3,0,0,3,4,4,0,2,2
109295,George Muresan,Georgetown,2016,0,0,0,0,0,0,0,0,0
109295,George Muresan,Georgetown,2017,0,0,0,0,0,0,0,0,0
109298,Mike Cohen,Auburn,2016,1,0,0,1,0,0,0,0,0
109299,Will Macoy,Auburn,2016,0,0,0,0,0,0,0,0,0
109299,Will Macoy,Auburn,2017,0,0,0,0,0,0,0,0,0
109301,Miles Washington,Mississippi State,2016,0,0,0,0,0,0,0,0,0
109302,Drew Davis,Mississippi State,2016,1,0,0,1,2,2,0,1,1
109302,Drew Davis,Mississippi State,2017,2,1,0,1,2,2,0,2,0
109303,Nick Singleton,Mississippi State,2016,1,0,0,1,1,1,0,1,0
109303,Nick Singleton,Mississippi State,2017,1,0,0,1,2,2,0,0,2
109305,Brett Rau,Missouri,2016,0,0,0,0,0,0,0,0,0
109305,Brett Rau,Missouri,2017,2,0,1,1,2,2,0,1,1
109306,Jordan Geist,Missouri,2016,23,1,3,19,17,17,1,11,5
109306,Jordan Geist,Missouri,2017,88,11,25,52,53,53,3,30,20
109307,Lane Below,Ole Miss,2016,0,0,0,0,0,0,0,0,0
109309,Anthony Wilson,Kennesaw State,2016,2,1,0,1,1,1,0,0,1
109309,Anthony Wilson,Kennesaw State,2017,2,1,0,1,4,4,0,3,1
109310,John Matt Merritt,Lipscomb,2017,0,0,0,0,0,0,0,0,0
109311,Aaron Horne,North Florida,2016,2,1,0,1,1,1,0,1,0
109312,Tim Hart,USC Upstate,2016,0,0,0,0,1,1,0,1,0
109313,Thomas Booker,USC Upstate,2016,0,0,0,0,1,1,0,1,0
109313,Thomas Booker,USC Upstate,2017,3,1,0,2,1,1,0,0,1
109315,Adam Mitola,George Washington,2016,NA,NA,NA,NA,NA,0,NA,NA,NA
109315,Adam Mitola,George Washington,2017,3,1,1,1,1,1,0,1,0
109316,Kellon Taylor,Duquesne,2016,0,0,0,0,1,1,0,0,1
109316,Kellon Taylor,Duquesne,2017,0,0,0,0,4,4,1,1,2
109317,Brooks DeBisschop,Northern Arizona,2016,0,0,0,0,0,0,0,0,0
109317,Brooks DeBisschop,Northern Arizona,2017,2,0,1,1,7,7,0,5,2
109319,D.J. Miles,Northern Colorado,2016,5,0,2,3,4,4,1,2,1
109320,Kai Edwards,Northern Colorado,2016,2,1,0,1,2,2,2,0,0
109320,Kai Edwards,Northern Colorado,2017,0,0,0,0,0,0,0,0,0
109321,Michael Mayhew,Portland State,2016,5,2,2,1,2,2,0,1,1
109321,Michael Mayhew,Portland State,2017,2,0,1,1,6,6,0,5,1
109322,Matt Battaglia,Sacramento State,2016,0,0,0,0,0,0,0,0,0
109323,Neema Namdar,Southern Utah,2016,0,0,0,0,0,0,0,0,0
109324,Austin Howard,Maine,2016,4,2,1,1,6,6,0,5,1
109326,Mogga Lado,Campbell,2016,0,0,0,0,2,2,0,1,1
109326,Mogga Lado,Campbell,2017,0,0,0,0,2,2,0,1,1
109327,Marcus Burk,Campbell,2016,1,0,0,1,2,2,0,0,2
109327,Marcus Burk,Campbell,2017,1,0,0,1,2,2,0,1,1
109328,Jamaal David,Charleston Southern,2017,6,0,2,4,9,9,0,3,6
109329,Abdul Sarki,Charleston Southern,2017,0,0,0,0,0,0,0,0,0
109330,Jamar Martin,Charleston Southern,2016,2,2,0,0,6,6,0,3,3
109330,Jamar Martin,Charleston Southern,2017,2,0,0,2,3,3,1,2,0
109331,Patrick Zeck,Gardner-Webb,2016,1,0,0,1,0,0,0,0,0
109331,Patrick Zeck,Gardner-Webb,2017,1,0,0,1,1,1,0,1,0
109332,Nate Johnson (2),Gardner-Webb,2017,5,0,2,3,5,5,0,3,2
109333,Liam O'Reilly,Gardner-Webb,2016,4,0,1,3,9,9,0,7,2
109333,Liam O'Reilly,Gardner-Webb,2017,10,0,5,5,9,9,0,7,2
109335,Luke Vargo,High Point,2016,1,0,0,1,0,0,0,0,0
109335,Luke Vargo,High Point,2017,0,0,0,0,1,1,0,0,1
109336,"Clifford Thomas, Jr.",High Point,2016,0,0,0,0,1,1,0,1,0
109336,"Clifford Thomas, Jr.",High Point,2017,0,0,0,0,0,0,0,0,0
109337,Zach Farquhar,Liberty,2016,0,0,0,0,0,0,0,0,0
109337,Zach Farquhar,Liberty,2017,NA,NA,NA,NA,NA,0,NA,NA,NA
109338,D.J. Jones,Tulane,2016,0,0,0,0,1,1,0,0,1
109339,Randy Phillips,Radford,2016,0,0,0,0,14,14,0,6,8
109339,Randy Phillips,Radford,2017,3,1,0,2,9,9,0,3,6
109340,Dominique Williams (2),Tennessee-Martin,2017,3,2,1,0,3,3,1,1,1
109342,Grant Townsend,UNC Asheville,2016,0,0,0,0,0,0,0,0,0
109342,Grant Townsend,UNC Asheville,2017,0,0,0,0,0,0,0,0,0
109343,Josh Ferguson,Winthrop,2016,0,0,0,0,4,4,1,2,1
109343,Josh Ferguson,Winthrop,2017,2,0,0,2,7,7,2,2,3
109346,Josh Mishler,Cal Poly,2016,0,0,0,0,0,0,0,0,0
109347,Kuba Niziol,Cal Poly,2016,0,0,0,0,0,0,0,0,0
109347,Kuba Niziol,Cal Poly,2017,1,1,0,0,1,1,0,0,1
109348,Siyao Sun,Cal State Northridge,2016,NA,NA,NA,NA,NA,0,NA,NA,NA
109349,Jaylen McManus,Charleston,2016,2,0,0,2,7,7,1,2,4
109349,Jaylen McManus,Charleston,2017,0,0,0,0,3,3,0,2,1
109350,Osinachi Smart,Charleston,2017,1,0,0,1,0,0,0,0,0
109351,Seth Fuller,Elon,2016,0,0,0,0,1,1,1,0,0
109351,Seth Fuller,Elon,2017,4,0,0,4,1,1,0,0,1
109352,Ty Greer,Hofstra,2016,3,0,3,0,7,7,2,2,3
109353,Stafford Trueheart,Hofstra,2017,0,0,0,0,1,1,0,1,0
109355,V.J. Holmes,James Madison,2016,3,0,1,2,2,2,0,1,1
109357,Brian Starr,Towson,2016,7,2,3,2,9,9,2,5,2
109357,Brian Starr,Towson,2017,46,5,16,25,33,33,4,15,14
109364,Solomon Hainna,Evansville,2016,1,0,1,0,2,2,0,1,1
109364,Solomon Hainna,Evansville,2017,0,0,0,0,0,0,0,0,0
109365,John Hall,Evansville,2017,3,1,1,1,3,3,0,1,2
109366,Isaac Gassman,Illinois State,2017,2,0,1,1,2,2,0,1,1
109367,Phil Fayne,Illinois State,2016,9,3,3,3,17,17,0,8,9
109367,Phil Fayne,Illinois State,2017,7,1,2,4,20,20,1,6,13
109368,Donovan Franklin,Indiana State,2016,1,0,1,0,1,1,0,0,1
109369,Jake Baughman,Loyola (IL),2016,0,0,0,0,0,0,0,0,0
109369,Jake Baughman,Loyola (IL),2017,0,0,0,0,0,0,0,0,0
109370,Matt Chastain,Loyola (IL),2016,0,0,0,0,3,3,0,1,2
109371,Aundre Jackson,Loyola (IL),2016,15,4,5,6,25,25,9,7,9
109371,Aundre Jackson,Loyola (IL),2017,27,6,11,10,44,44,2,24,18
109372,Thik Bol,Southern Illinois,2016,1,0,0,1,6,6,1,2,3
109373,Kaelen Malone,Wichita State,2016,2,0,0,1,0,0,0,0,0
109373,Kaelen Malone,Wichita State,2017,4,1,2,1,3,3,0,1,2
109374,"Trevon Gross, Jr.",Virginia,2016,2,0,1,1,4,4,0,1,3
109374,"Trevon Gross, Jr.",Virginia,2017,3,1,0,2,1,1,0,1,0
109375,Grant Hazle,Penn State,2016,0,0,0,0,0,0,0,0,0
109375,Grant Hazle,Penn State,2017,0,0,0,0,0,0,0,0,0
109376,Tommy Corchiani,South Carolina,2016,0,0,0,0,1,1,0,1,0
109376,Tommy Corchiani,South Carolina,2017,0,0,0,0,0,0,0,0,0
109377,Ran Tut,South Carolina,2016,0,0,0,0,1,1,0,0,1
109378,Dallas Lussier,Montana State,2016,NA,NA,NA,NA,NA,0,NA,NA,NA
109379,Brandon Charnov,Brown,2016,0,0,0,0,0,0,0,0,0
109380,Andrew Panayiotou,Columbia,2016,0,0,0,0,2,2,0,2,0
109381,Jake Killingsworth,Columbia,2016,5,2,2,1,1,1,0,1,0
109381,Jake Killingsworth,Columbia,2017,0,0,0,0,1,1,0,0,1
109382,Will Emery,Dartmouth,2016,0,0,0,0,0,0,0,0,0
109382,Will Emery,Dartmouth,2017,1,0,0,1,3,3,1,2,0
109383,Zack Kaminsky,Pennsylvania,2017,0,0,0,0,0,0,0,0,0
109384,Austin Williams (3),Yale,2016,4,0,2,2,0,0,0,0,0
109384,Austin Williams (3),Yale,2017,NA,NA,NA,NA,NA,0,NA,NA,NA
109385,Corey Bias,Charlotte,2016,0,0,0,0,0,0,0,0,0
109385,Corey Bias,Charlotte,2017,NA,NA,NA,NA,NA,0,NA,NA,NA
109386,Bo Blight,Charlotte,2017,NA,NA,NA,NA,NA,0,NA,NA,NA
109389,Gerdarius Troutman,Florida Atlantic,2016,6,1,5,0,1,1,0,1,0
109389,Gerdarius Troutman,Florida Atlantic,2017,11,2,3,6,3,3,0,2,1
109390,Brandon Walters (2),Middle Tennessee State,2016,4,1,1,1,20,20,9,6,5
109390,Brandon Walters (2),Middle Tennessee State,2017,14,2,6,6,18,18,4,7,7
109391,Shane Temara,North Texas,2016,4,0,3,1,1,1,0,1,0
109391,Shane Temara,North Texas,2017,6,1,2,3,5,5,1,2,2
109392,Addison Owen,Rice,2016,NA,NA,NA,NA,NA,0,NA,NA,NA
109392,Addison Owen,Rice,2017,0,0,0,0,0,0,0,0,0
109393,Grant Youngkin,Rice,2016,NA,NA,NA,NA,NA,0,NA,NA,NA
109393,Grant Youngkin,Rice,2017,0,0,0,0,0,0,0,0,0
109395,Byron Frohnen,Texas-San Antonio,2016,7,1,2,4,5,5,2,2,1
109395,Byron Frohnen,Texas-San Antonio,2017,5,1,2,2,5,5,0,3,2
109396,George Willborn III,Texas-San Antonio,2016,0,0,0,0,7,7,1,4,2
109396,George Willborn III,Texas-San Antonio,2017,6,1,1,4,5,5,0,3,2
109397,Marty Leahy,Western Kentucky,2016,2,0,1,1,1,1,0,1,0
109398,Anthony Wright (2),Cleveland State,2016,3,0,2,1,2,2,1,1,0
109398,Anthony Wright (2),Cleveland State,2017,6,0,1,5,6,6,0,4,2
109399,Jamarcus Hairston,Cleveland State,2016,2,1,0,1,1,1,0,1,0
109399,Jamarcus Hairston,Cleveland State,2017,4,1,1,2,1,1,0,1,0
109400,Jacob Joubert,Detroit-Mercy,2017,0,0,0,0,0,0,0,0,0
109401,Ed Carter III,Detroit-Mercy,2016,4,1,0,3,2,2,1,1,0
109402,Clint Robinson,Illinois-Chicago,2016,0,0,0,0,0,0,0,0,0
109402,Clint Robinson,Illinois-Chicago,2017,0,0,0,0,1,1,1,0,0
109404,Tre Cobbs,Northern Kentucky,2016,0,0,0,0,1,1,0,1,0
109404,Tre Cobbs,Northern Kentucky,2017,9,0,6,3,7,7,0,2,5
109405,John Kiser,Valparaiso,2016,1,0,0,1,0,0,0,0,0
109405,John Kiser,Valparaiso,2017,3,0,1,2,0,0,0,0,0
109406,Jason Karys,Valparaiso,2016,0,0,0,0,0,0,0,0,0
109407,Stefan Rosic,Youngstown State,2016,0,0,0,0,0,0,0,0,0
109412,Selvedin Planincic,Canisius,2016,4,0,1,3,3,3,0,1,2
109412,Selvedin Planincic,Canisius,2017,0,0,0,0,0,0,0,0,0
109413,Isaiah Reese,Canisius,2016,14,0,5,9,10,10,1,8,1
109413,Isaiah Reese,Canisius,2017,0,0,0,0,0,0,0,0,0
109414,Dantai St. Louis,Canisius,2016,1,0,1,0,2,2,0,1,1
109414,Dantai St. Louis,Canisius,2017,NA,NA,NA,NA,NA,0,NA,NA,NA
109415,Na'Quan Council,Manhattan,2016,1,0,0,1,5,5,0,3,2
109416,Ahmed Ismail,Manhattan,2016,2,0,1,1,6,6,3,0,3
109417,Richie Mitchell,Marist,2016,5,0,2,3,3,3,0,2,1
109418,Dwayne Pow,Niagara,2016,0,0,0,0,0,0,0,0,0
109419,Kierell Green,Niagara,2017,0,0,0,0,1,1,0,0,1
109420,Sean Barksdale,Saint Peter's,2016,0,0,0,0,0,0,0,0,0
109421,Quinn Taylor (2),Saint Peter's,2016,3,0,0,3,4,4,0,3,1
109421,Quinn Taylor (2),Saint Peter's,2017,5,0,2,3,6,6,0,2,4
109422,Wyatt Self,Campbell,2016,NA,NA,NA,NA,NA,0,NA,NA,NA
109422,Wyatt Self,Campbell,2017,NA,NA,NA,NA,NA,0,NA,NA,NA
109423,Alexander Strating,Colorado,2017,NA,NA,NA,NA,NA,0,NA,NA,NA
109425,Beau Rydalch,Utah,2016,1,0,0,1,3,3,0,1,2
109425,Beau Rydalch,Utah,2017,1,0,0,1,1,1,0,1,0
109426,Quin Barnard,Washington,2016,2,1,0,1,0,0,0,0,0
109427,Bitumba Baruti,Washington,2016,0,0,0,0,2,2,0,1,1
109428,Arinze Chidom,Washington State,2017,3,0,0,3,1,1,0,1,0
109429,K.J. Langston,Washington State,2016,3,2,1,0,4,4,0,3,1
109429,K.J. Langston,Washington State,2017,0,0,0,0,0,0,0,0,0
109430,Marquelle McIntyre,Akron,2016,0,0,0,0,2,2,0,2,0
109430,Marquelle McIntyre,Akron,2017,NA,NA,NA,NA,NA,0,NA,NA,NA
109430,Marquelle McIntyre,Akron,2017,NA,NA,NA,NA,NA,0,NA,NA,NA
109432,Justin Turner,Bowling Green,2016,0,0,0,0,0,0,0,0,0
