GMID,Name,School,Year,Position,BS2P,PerRimABlkd,PerRimMissesRbded,Per2PJMissesRbded,Per3PMissesRbded,DunkedPutbacks,PerPBDunked,PutbacksOwn,PerS2APB,PerL2PAPB
2591,John Reik,Mississippi State,2010,Big,16.78%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
3520,Derrick Nix,Michigan State,2009,Big,0.00%,100.00%,86.23%,NR,NR,0.00%,NR,65.27%,NR,NR
3520,Derrick Nix,Michigan State,2010,Big,51.76%,28.93%,11.51%,NR,NR,0.00%,NR,31.06%,NR,NR
3520,Derrick Nix,Michigan State,2011,Big,73.14%,59.21%,86.23%,70.68%,NR,0.00%,NR,93.13%,NR,NR
3520,Derrick Nix,Michigan State,2012,Big,98.24%,20.86%,63.30%,73.99%,NR,0.00%,NR,96.15%,NR,NR
3566,Brennan Cougill,Iowa,2009,Big,30.50%,54.78%,56.04%,47.01%,22.13%,0.00%,NR,0.00%,NR,NR
3566,Brennan Cougill,Green Bay,2011,Big,42.00%,70.73%,48.62%,36.85%,76.29%,0.00%,NR,31.06%,NR,NR
3566,Brennan Cougill,Green Bay,2012,Big,85.38%,36.86%,47.53%,66.63%,36.68%,0.00%,NR,65.27%,NR,NR
3606,Brian Qvale,Montana,2009,Big,93.88%,28.98%,62.89%,36.85%,NR,0.00%,NR,93.13%,NR,NR
3606,Brian Qvale,Montana,2010,Big,85.38%,64.87%,62.89%,67.01%,NR,46.62%,NR,98.07%,NR,NR
3607,Austin Dufault,Colorado,2009,Big,78.08%,17.87%,73.02%,18.37%,54.55%,0.00%,NR,31.06%,NR,NR
3607,Austin Dufault,Colorado,2010,Big,85.38%,37.25%,63.98%,6.16%,59.90%,0.00%,NR,90.47%,NR,NR
3607,Austin Dufault,Colorado,2011,Big,93.88%,43.12%,73.47%,31.76%,76.29%,0.00%,NR,65.27%,NR,NR
3631,Reginald Becton,Ole Miss,2009,Big,42.00%,61.38%,69.07%,22.32%,NR,87.18%,NR,31.06%,NR,NR
3631,Reginald Becton,Ole Miss,2010,Big,67.40%,64.10%,73.62%,73.66%,NR,87.18%,NR,94.95%,NR,NR
3631,Reginald Becton,Ole Miss,2011,Big,16.78%,79.64%,18.15%,73.25%,NR,94.05%,NR,82.37%,NR,NR
3631,Reginald Becton,Ole Miss,2012,Big,59.74%,73.96%,56.04%,75.62%,NR,99.03%,NR,75.21%,NR,NR
3654,Miles Plumlee,Duke,2009,Big,42.00%,72.02%,39.32%,88.08%,NR,80.97%,NR,51.89%,NR,NR
3654,Miles Plumlee,Duke,2010,Big,88.16%,17.05%,58.57%,71.08%,NR,69.57%,NR,65.27%,NR,NR
3654,Miles Plumlee,Duke,2011,Big,42.00%,72.80%,43.21%,49.59%,NR,91.55%,NR,75.21%,NR,NR
3661,Chas McFarland,Wake Forest,2009,Big,73.14%,41.15%,44.69%,86.75%,NR,46.62%,NR,31.06%,NR,NR
3662,David Weaver,Wake Forest,2009,Big,67.40%,2.18%,47.53%,65.77%,NR,80.97%,NR,0.00%,NR,NR
3669,Ty Walker,Wake Forest,2009,Big,0.00%,NR,NR,99.98%,NR,0.00%,NR,0.00%,NR,NR
3669,Ty Walker,Wake Forest,2010,Big,30.50%,67.17%,3.57%,70.01%,NR,80.97%,NR,31.06%,NR,NR
3669,Ty Walker,Wake Forest,2011,Big,30.50%,63.76%,0.71%,87.77%,NR,0.00%,NR,31.06%,NR,NR
3675,Catalin Baciu,Clemson,2009,Big,0.00%,NR,NR,NR,NR,0.00%,NR,31.06%,NR,NR
3675,Catalin Baciu,Clemson,2010,Big,16.78%,NR,NR,NR,NR,0.00%,NR,51.89%,NR,NR
3675,Catalin Baciu,Clemson,2011,Big,0.00%,100.00%,82.90%,67.96%,NR,0.00%,NR,82.37%,NR,NR
3678,Jerai Grant,Clemson,2009,Big,78.08%,54.78%,22.40%,95.15%,NR,94.05%,NR,51.89%,NR,NR
3678,Jerai Grant,Clemson,2010,Big,78.08%,62.93%,47.53%,44.72%,NR,80.97%,NR,82.37%,NR,NR
3682,Karolis Petrukonis,Clemson,2009,Big,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
3685,Trevor Booker,Clemson,2009,Big,73.14%,73.85%,84.66%,70.70%,44.21%,87.18%,NR,86.96%,NR,NR
3688,Devin Booker,Clemson,2009,Big,0.00%,100.00%,86.06%,65.77%,NR,87.18%,NR,0.00%,NR,NR
3688,Devin Booker,Clemson,2010,Big,59.74%,61.56%,47.53%,25.42%,85.00%,96.08%,NR,31.06%,NR,NR
3688,Devin Booker,Clemson,2011,Big,73.14%,64.24%,74.14%,47.90%,40.00%,96.08%,NR,82.37%,NR,NR
3688,Devin Booker,Clemson,2012,Big,78.08%,67.81%,43.82%,77.83%,40.00%,91.55%,NR,82.37%,NR,NR
3697,Ryan Reid,Florida State,2009,Big,85.38%,17.14%,38.19%,25.63%,NR,46.62%,NR,51.89%,NR,NR
3698,Xavier Gibson,Florida State,2009,Big,42.00%,71.89%,72.70%,38.32%,88.17%,87.18%,NR,0.00%,NR,NR
3698,Xavier Gibson,Florida State,2010,Big,67.40%,16.92%,71.99%,65.77%,97.67%,46.62%,NR,51.89%,NR,NR
3698,Xavier Gibson,Florida State,2011,Big,92.56%,23.73%,82.90%,48.41%,78.12%,96.08%,NR,65.27%,NR,NR
3699,Terrance Shannon,Florida State,2009,Big,0.00%,100.00%,16.75%,NR,NR,46.62%,NR,0.00%,NR,NR
3699,Terrance Shannon,Florida State,2010,Big,82.00%,10.06%,25.43%,82.66%,NR,0.00%,NR,31.06%,NR,NR
3699,Terrance Shannon,Florida State,2011,Big,42.00%,18.47%,82.90%,14.51%,NR,0.00%,NR,31.06%,NR,NR
3699,Terrance Shannon,Florida State,2012,Big,78.08%,26.85%,37.97%,82.73%,NR,69.57%,NR,82.37%,NR,NR
3699,Terrance Shannon,VCU,2013,Big,59.74%,19.73%,72.42%,36.85%,NR,69.57%,NR,65.27%,NR,NR
3704,Gene Swindle,Virginia Tech,2009,Big,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
3704,Gene Swindle,James Madison,2011,Big,16.78%,77.21%,24.93%,82.66%,NR,46.62%,NR,31.06%,NR,NR
3704,Gene Swindle,James Madison,2012,Big,0.00%,NR,NR,NR,NR,0.00%,NR,31.06%,NR,NR
3712,Victor Davila,Virginia Tech,2009,Big,90.26%,20.18%,56.23%,67.01%,NR,87.18%,NR,86.96%,NR,NR
3712,Victor Davila,Virginia Tech,2010,Big,95.28%,17.29%,90.25%,37.74%,NR,94.05%,NR,75.21%,NR,NR
3712,Victor Davila,Virginia Tech,2011,Big,88.16%,25.68%,44.95%,18.16%,NR,91.55%,NR,65.27%,NR,NR
3716,Cadarian Raines,Virginia Tech,2009,Big,51.76%,7.08%,82.90%,NR,NR,0.00%,NR,0.00%,NR,NR
3716,Cadarian Raines,Virginia Tech,2010,Big,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
3716,Cadarian Raines,Virginia Tech,2011,Big,73.14%,61.44%,59.58%,29.26%,NR,46.62%,NR,82.37%,NR,NR
3716,Cadarian Raines,Virginia Tech,2012,Big,92.56%,26.57%,26.57%,58.30%,NR,46.62%,NR,90.47%,NR,NR
3716,Cadarian Raines,Virginia Tech,2013,Big,42.00%,56.32%,39.32%,3.06%,NR,0.00%,NR,65.27%,NR,NR
3717,Allan Chaney,High Point,2012,Big,92.56%,34.85%,84.38%,49.04%,85.20%,91.55%,NR,75.21%,NR,NR
3717,Allan Chaney,High Point,2013,Big,0.00%,100.00%,82.90%,16.68%,NR,0.00%,NR,0.00%,NR,NR
3719,Braxton Dupree,Towson,2010,Big,90.26%,30.52%,82.90%,27.34%,NR,0.00%,NR,82.37%,NR,NR
3729,Steve Goins,Maryland,2009,Big,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
3730,James Padgett,Maryland,2009,Big,42.00%,62.54%,36.86%,94.81%,NR,80.97%,NR,31.06%,NR,NR
3730,James Padgett,Maryland,2010,Big,59.74%,35.97%,90.34%,73.25%,NR,0.00%,NR,75.21%,NR,NR
3730,James Padgett,Maryland,2011,Big,97.70%,19.75%,64.00%,66.55%,NR,80.97%,NR,86.96%,NR,NR
3730,James Padgett,Maryland,2012,Big,82.00%,34.53%,24.93%,38.75%,NR,0.00%,NR,75.21%,NR,NR
3731,Jordan Williams,Maryland,2009,Big,90.26%,53.84%,92.78%,88.76%,NR,0.00%,NR,99.71%,NR,NR
3731,Jordan Williams,Maryland,2010,Big,97.10%,55.01%,67.80%,83.34%,NR,80.97%,NR,99.84%,NR,NR
3733,Brad Sheehan,Georgia Tech,2009,Big,30.50%,NR,NR,72.28%,NR,0.00%,NR,0.00%,NR,NR
3741,Zachery Peacock,Georgia Tech,2009,Big,59.74%,48.21%,91.71%,84.62%,57.33%,0.00%,NR,90.47%,NR,NR
3744,Daniel Miller,Georgia Tech,2010,Big,73.14%,41.91%,67.42%,67.01%,NR,0.00%,NR,0.00%,NR,NR
3744,Daniel Miller,Georgia Tech,2011,Big,67.40%,58.22%,71.31%,45.07%,NR,87.18%,NR,51.89%,NR,NR
3744,Daniel Miller,Georgia Tech,2012,Big,85.38%,36.86%,20.10%,68.00%,NR,94.05%,NR,51.89%,NR,NR
3744,Daniel Miller,Georgia Tech,2013,Big,78.08%,57.74%,44.95%,43.72%,NR,69.57%,NR,31.06%,NR,NR
3746,Assane Sene,Virginia,2009,Big,42.00%,26.52%,62.89%,70.68%,NR,0.00%,NR,0.00%,NR,NR
3746,Assane Sene,Virginia,2010,Big,92.56%,13.36%,16.75%,3.06%,NR,46.62%,NR,31.06%,NR,NR
3746,Assane Sene,Virginia,2011,Big,42.00%,47.81%,56.04%,70.68%,NR,0.00%,NR,0.00%,NR,NR
3750,Jerome Meyinsse,Virginia,2009,Big,78.08%,28.93%,49.89%,15.12%,NR,0.00%,NR,51.89%,NR,NR
3751,John Brandenburg,Colgate,2010,Big,30.50%,49.60%,19.12%,67.31%,NR,0.00%,NR,65.27%,NR,NR
3751,John Brandenburg,Colgate,2011,Big,16.78%,79.46%,27.64%,11.87%,NR,0.00%,NR,75.21%,NR,NR
3751,John Brandenburg,Colgate,2012,Big,85.38%,14.94%,19.67%,10.67%,NR,0.00%,NR,51.89%,NR,NR
3753,Mike Scott,Virginia,2009,Big,88.16%,35.76%,62.89%,18.25%,NR,0.00%,NR,65.27%,NR,NR
3753,Mike Scott,Virginia,2010,Big,67.40%,25.63%,8.70%,11.39%,NR,46.62%,NR,65.27%,NR,NR
3753,Mike Scott,Virginia,2011,Big,67.40%,61.38%,48.07%,15.57%,37.52%,69.57%,NR,31.06%,NR,NR
3766,Evan Ravenel,Boston College,2009,Big,51.76%,29.81%,70.34%,23.71%,NR,69.57%,NR,51.89%,NR,NR
3766,Evan Ravenel,Ohio State,2011,Big,42.00%,49.60%,69.07%,89.18%,NR,46.62%,NR,0.00%,NR,NR
3766,Evan Ravenel,Ohio State,2012,Big,51.76%,62.69%,65.38%,36.85%,NR,80.97%,NR,31.06%,NR,NR
3767,Joe Trapani,Boston College,2009,Big,82.00%,47.49%,74.01%,86.75%,88.22%,69.57%,NR,93.13%,NR,NR
3767,Joe Trapani,Boston College,2010,Big,95.28%,43.01%,57.50%,24.02%,67.62%,0.00%,NR,96.15%,NR,NR
3768,Josh Southern,Boston College,2009,Big,90.26%,5.60%,36.86%,55.62%,NR,0.00%,NR,31.06%,NR,NR
3768,Josh Southern,Boston College,2010,Big,59.74%,57.66%,25.43%,52.77%,NR,0.00%,NR,65.27%,NR,NR
3774,Dennis Horner,NC State,2009,Big,88.16%,31.78%,86.06%,51.57%,22.97%,46.62%,NR,65.27%,NR,NR
3788,Jordan Vandenberg,NC State,2009,Big,16.78%,49.60%,0.00%,51.57%,NR,0.00%,NR,0.00%,NR,NR
3788,Jordan Vandenberg,NC State,2010,Big,30.50%,34.35%,56.04%,NR,NR,69.57%,NR,0.00%,NR,NR
3788,Jordan Vandenberg,NC State,2011,Big,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
3788,Jordan Vandenberg,NC State,2012,Big,0.00%,NR,NR,NR,NR,46.62%,NR,0.00%,NR,NR
3788,Jordan Vandenberg,NC State,2013,Big,16.78%,78.60%,89.41%,84.03%,NR,80.97%,NR,51.89%,NR,NR
3789,DeShawn Painter,NC State,2009,Big,16.78%,49.60%,8.70%,56.19%,NR,0.00%,NR,0.00%,NR,NR
3789,DeShawn Painter,NC State,2010,Big,42.00%,59.07%,28.07%,67.31%,NR,0.00%,NR,0.00%,NR,NR
3789,DeShawn Painter,NC State,2011,Big,82.00%,13.84%,90.06%,42.52%,NR,46.62%,NR,51.89%,NR,NR
3789,DeShawn Painter,Old Dominion,2012,Big,90.26%,32.96%,84.66%,67.58%,30.10%,0.00%,NR,82.37%,NR,NR
3790,Richard Howell,NC State,2009,Big,85.38%,12.68%,41.73%,65.77%,75.64%,46.62%,NR,65.27%,NR,NR
3790,Richard Howell,NC State,2010,Big,92.56%,21.19%,83.33%,40.65%,NR,0.00%,NR,96.15%,NR,NR
3790,Richard Howell,NC State,2011,Big,98.92%,29.03%,72.08%,52.79%,NR,46.62%,NR,94.95%,NR,NR
3790,Richard Howell,NC State,2012,Big,98.24%,36.02%,52.25%,68.68%,NR,46.62%,NR,98.54%,NR,NR
3797,Julian Gamble,Miami (FL),2009,Big,67.40%,17.43%,36.86%,36.85%,NR,0.00%,NR,0.00%,NR,NR
3797,Julian Gamble,Miami (FL),2010,Big,88.16%,9.45%,38.74%,95.53%,NR,46.62%,NR,51.89%,NR,NR
3797,Julian Gamble,Miami (FL),2012,Big,88.16%,25.05%,19.67%,55.37%,NR,91.55%,NR,65.27%,NR,NR
3801,Reggie Johnson,Miami (FL),2009,Big,90.26%,16.92%,22.14%,81.97%,NR,0.00%,NR,86.96%,NR,NR
3801,Reggie Johnson,Miami (FL),2010,Big,95.28%,42.63%,72.72%,30.63%,NR,0.00%,NR,98.07%,NR,NR
3801,Reggie Johnson,Miami (FL),2011,Big,88.16%,18.53%,82.90%,24.07%,NR,0.00%,NR,51.89%,NR,NR
3801,Reggie Johnson,Miami (FL),2012,Big,96.30%,4.30%,23.33%,51.57%,NR,0.00%,NR,51.89%,NR,NR
3804,Donnavan Kirk,Miami (FL),2009,Big,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
3804,Donnavan Kirk,Miami (FL),2010,Big,0.00%,NR,NR,95.53%,NR,0.00%,NR,65.27%,NR,NR
3804,Donnavan Kirk,DePaul,2011,Big,59.74%,8.14%,0.71%,23.31%,NR,0.00%,NR,0.00%,NR,NR
3804,Donnavan Kirk,DePaul,2012,Big,42.00%,54.20%,82.90%,18.81%,22.52%,46.62%,NR,31.06%,NR,NR
3804,Donnavan Kirk,Miami (FL),2013,Big,30.50%,70.03%,17.93%,52.88%,64.70%,0.00%,NR,75.21%,NR,NR
3844,Richard Semrau,Illinois,2009,Big,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
3845,Stan Simpson,Illinois,2009,Big,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
3845,Stan Simpson,Memphis,2011,Big,51.76%,9.66%,10.68%,43.72%,NR,0.00%,NR,31.06%,NR,NR
3845,Stan Simpson,Memphis,2012,Big,30.50%,13.76%,36.86%,NR,NR,46.62%,NR,0.00%,NR,NR
3862,Tijan Jobe,Indiana,2009,Big,16.78%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
3865,Derek Elston,Indiana,2009,Big,73.14%,34.82%,63.30%,95.25%,96.63%,46.62%,NR,94.95%,NR,NR
3865,Derek Elston,Indiana,2010,Big,30.50%,71.08%,62.89%,72.28%,59.90%,0.00%,NR,31.06%,NR,NR
3865,Derek Elston,Indiana,2011,Big,51.76%,20.60%,59.58%,54.48%,88.76%,0.00%,NR,31.06%,NR,NR
3865,Derek Elston,Indiana,2012,Big,0.00%,NR,NR,NR,NR,0.00%,NR,31.06%,NR,NR
3867,Muniru Bawa,Indiana,2009,Big,30.50%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
3867,Muniru Bawa,Tennessee State,2011,Big,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
3869,Christian Watford,Indiana,2009,Big,99.80%,4.98%,56.53%,49.99%,29.46%,0.00%,NR,82.37%,NR,NR
3869,Christian Watford,Indiana,2010,Big,92.56%,27.38%,65.42%,54.67%,54.06%,0.00%,NR,86.96%,NR,NR
3869,Christian Watford,Indiana,2011,Big,92.56%,20.62%,28.56%,73.26%,51.39%,0.00%,NR,51.89%,NR,NR
3869,Christian Watford,Indiana,2012,Big,93.88%,13.29%,36.86%,84.03%,82.62%,46.62%,NR,86.96%,NR,NR
3871,Andrew Brommer,Iowa,2009,Big,16.78%,49.60%,16.75%,4.58%,NR,0.00%,NR,31.06%,NR,NR
3871,Andrew Brommer,Iowa,2010,Big,30.50%,71.08%,11.92%,86.16%,NR,0.00%,NR,0.00%,NR,NR
3871,Andrew Brommer,Iowa,2011,Big,0.00%,100.00%,100.00%,7.87%,NR,0.00%,NR,0.00%,NR,NR
3886,Ben Cronin,Michigan,2009,Big,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
3890,Eric Puls,Michigan,2009,Big,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
3897,Jordan Morgan,Michigan,2010,Big,85.38%,43.96%,8.93%,23.81%,NR,46.62%,NR,86.96%,NR,NR
3897,Jordan Morgan,Michigan,2011,Big,16.78%,79.51%,24.93%,15.90%,NR,69.57%,NR,65.27%,NR,NR
3897,Jordan Morgan,Michigan,2012,Big,42.00%,67.17%,41.22%,56.19%,NR,0.00%,NR,75.21%,NR,NR
3897,Jordan Morgan,Michigan,2013,Big,30.50%,73.25%,59.58%,49.04%,NR,0.00%,NR,75.21%,NR,NR
3898,Blake McLimans,Michigan,2010,Big,0.00%,NR,NR,10.23%,77.52%,0.00%,NR,0.00%,NR,NR
3898,Blake McLimans,Michigan,2011,Big,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
3898,Blake McLimans,Michigan,2012,Big,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
3898,Blake McLimans,Miami (OH),2013,Big,16.78%,NR,NR,NR,43.17%,0.00%,NR,0.00%,NR,NR
3900,Matt Vogrich,Michigan,2009,Big,0.00%,NR,NR,47.01%,26.83%,0.00%,NR,0.00%,NR,NR
3900,Matt Vogrich,Michigan,2010,Big,0.00%,NR,NR,28.92%,37.67%,0.00%,NR,0.00%,NR,NR
3900,Matt Vogrich,Michigan,2011,Big,0.00%,NR,NR,75.62%,59.90%,0.00%,NR,31.06%,NR,NR
3900,Matt Vogrich,Michigan,2012,Big,16.78%,NR,NR,NR,59.90%,0.00%,NR,0.00%,NR,NR
3910,Tom Herzog,Michigan State,2009,Big,0.00%,NR,NR,NR,NR,46.62%,NR,31.06%,NR,NR
3910,Tom Herzog,UCF,2010,Big,73.14%,38.49%,38.19%,81.97%,NR,0.00%,NR,75.21%,NR,NR
3911,Garrick Sherman,Michigan State,2009,Big,0.00%,100.00%,56.04%,NR,NR,0.00%,NR,0.00%,NR,NR
3911,Garrick Sherman,Michigan State,2010,Big,51.76%,50.23%,36.86%,22.32%,NR,0.00%,NR,0.00%,NR,NR
3911,Garrick Sherman,Notre Dame,2012,Big,88.16%,29.87%,63.98%,65.77%,NR,0.00%,NR,65.27%,NR,NR
3911,Garrick Sherman,Notre Dame,2013,Big,99.48%,36.18%,29.15%,58.66%,NR,0.00%,NR,98.07%,NR,NR
3914,Colton Iverson,Minnesota,2009,Big,51.76%,70.03%,41.22%,81.97%,NR,80.97%,NR,51.89%,NR,NR
3914,Colton Iverson,Minnesota,2010,Big,73.14%,42.79%,82.90%,49.04%,NR,69.57%,NR,90.47%,NR,NR
3914,Colton Iverson,Colorado State,2012,Big,95.28%,49.60%,43.69%,88.69%,NR,97.40%,NR,93.13%,NR,NR
3922,Ralph Sampson III,Minnesota,2009,Big,59.74%,64.55%,41.45%,44.97%,NR,0.00%,NR,65.27%,NR,NR
3922,Ralph Sampson III,Minnesota,2010,Big,92.56%,24.26%,51.38%,58.76%,89.31%,69.57%,NR,75.21%,NR,NR
3922,Ralph Sampson III,Minnesota,2011,Big,30.50%,74.93%,62.89%,58.15%,NR,80.97%,NR,82.37%,NR,NR
3942,Kyle Rowley,Northwestern,2009,Big,30.50%,47.44%,36.86%,42.52%,NR,0.00%,NR,0.00%,NR,NR
3942,Kyle Rowley,Saint Mary's,2011,Big,30.50%,34.35%,90.06%,NR,NR,0.00%,NR,31.06%,NR,NR
3942,Kyle Rowley,Saint Mary's,2012,Big,0.00%,100.00%,36.86%,NR,NR,0.00%,NR,31.06%,NR,NR
3943,Luke Mirkovic,Northwestern,2009,Big,95.28%,18.89%,65.74%,36.85%,10.05%,0.00%,NR,90.47%,NR,NR
3943,Luke Mirkovic,Northwestern,2010,Big,95.28%,24.62%,26.57%,18.16%,11.49%,0.00%,NR,75.21%,NR,NR
3943,Luke Mirkovic,Northwestern,2011,Big,78.08%,23.00%,59.58%,99.28%,NR,0.00%,NR,31.06%,NR,NR
3972,Jeff Brooks,Penn State,2009,Big,42.00%,63.76%,9.09%,8.44%,40.00%,69.57%,NR,31.06%,NR,NR
3972,Jeff Brooks,Penn State,2010,Big,73.14%,45.64%,36.86%,77.71%,44.65%,46.62%,NR,51.89%,NR,NR
3992,Sandi Marcius,Purdue,2010,Big,0.00%,NR,NR,42.52%,NR,0.00%,NR,0.00%,NR,NR
3992,Sandi Marcius,Purdue,2011,Big,16.78%,NR,NR,27.02%,NR,0.00%,NR,0.00%,NR,NR
3992,Sandi Marcius,Purdue,2012,Big,59.74%,24.86%,23.33%,65.77%,NR,46.62%,NR,31.06%,NR,NR
3992,Sandi Marcius,DePaul,2013,Big,92.56%,9.95%,85.48%,65.77%,NR,46.62%,NR,75.21%,NR,NR
3997,Ian Markolf,Wisconsin,2009,Big,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
3997,Ian Markolf,Incarnate Word,2013,Big,82.00%,24.62%,65.63%,49.84%,NR,46.62%,NR,86.96%,NR,NR
3998,J.P. Gavinski,Wisconsin,2009,Big,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
3998,J.P. Gavinski,Wisconsin,2010,Big,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
3999,Jared Berggren,Wisconsin,2009,Big,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
3999,Jared Berggren,Wisconsin,2010,Big,16.78%,61.38%,36.86%,47.01%,85.00%,0.00%,NR,0.00%,NR,NR
3999,Jared Berggren,Wisconsin,2011,Big,78.08%,35.82%,63.30%,72.28%,56.34%,80.97%,NR,93.13%,NR,NR
3999,Jared Berggren,Wisconsin,2012,Big,67.40%,67.25%,52.00%,58.41%,51.63%,91.55%,NR,90.47%,NR,NR
4000,Jon Leuer,Wisconsin,2009,Big,51.76%,46.09%,17.42%,40.71%,78.42%,46.62%,NR,31.06%,NR,NR
4000,Jon Leuer,Wisconsin,2010,Big,42.00%,72.46%,50.80%,49.06%,85.05%,0.00%,NR,51.89%,NR,NR
4037,Ekpe Udoh,Baylor,2009,Big,67.40%,64.47%,29.06%,73.28%,89.26%,91.55%,NR,75.21%,NR,NR
4131,Robert Lewandowski,Texas Tech,2009,Big,30.50%,62.22%,43.21%,8.69%,NR,0.00%,NR,31.06%,NR,NR
4131,Robert Lewandowski,Texas Tech,2010,Big,51.76%,59.07%,28.52%,30.63%,NR,46.62%,NR,51.89%,NR,NR
4131,Robert Lewandowski,Texas Tech,2011,Big,73.14%,20.31%,40.16%,22.32%,NR,0.00%,NR,51.89%,NR,NR
4141,Dexter Pittman,Texas,2009,Big,78.08%,60.49%,91.71%,47.01%,NR,91.55%,NR,86.96%,NR,NR
4142,Anthony Jones,Baylor,2009,Big,59.74%,34.35%,88.44%,79.29%,79.90%,80.97%,NR,51.89%,NR,NR
4142,Anthony Jones,Baylor,2010,Big,0.00%,100.00%,86.96%,72.66%,85.94%,0.00%,NR,51.89%,NR,NR
4142,Anthony Jones,Baylor,2011,Big,30.50%,70.03%,56.04%,47.73%,56.19%,46.62%,NR,51.89%,NR,NR
4146,Josh Lomers,Baylor,2009,Big,51.76%,71.76%,67.07%,72.28%,NR,46.62%,NR,65.27%,NR,NR
4149,Cory Jefferson,Baylor,2009,Big,0.00%,NR,NR,54.15%,NR,0.00%,NR,31.06%,NR,NR
4149,Cory Jefferson,Baylor,2011,Big,51.76%,31.23%,56.04%,69.92%,NR,0.00%,NR,51.89%,NR,NR
4149,Cory Jefferson,Baylor,2012,Big,82.00%,61.80%,27.64%,49.90%,NR,94.05%,NR,86.96%,NR,NR
4149,Cory Jefferson,Baylor,2013,Big,82.00%,62.24%,47.66%,69.94%,85.84%,99.64%,NR,90.47%,NR,NR
4153,Dragan Sekelja,Baylor,2009,Big,0.00%,NR,NR,14.51%,NR,0.00%,NR,0.00%,NR,NR
4153,Dragan Sekelja,Baylor,2010,Big,30.50%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
4153,Dragan Sekelja,Florida Atlantic,2012,Big,51.76%,59.07%,43.69%,56.76%,NR,0.00%,NR,0.00%,NR,NR
4153,Dragan Sekelja,Florida Atlantic,2013,Big,67.40%,28.93%,17.27%,55.37%,NR,0.00%,NR,0.00%,NR,NR
4166,Trey Eckloff,Colorado,2009,Big,30.50%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
4166,Trey Eckloff,Colorado,2010,Big,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
4166,Trey Eckloff,Colorado,2011,Big,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
4168,Shane Harris-Tunks,Colorado,2009,Big,0.00%,100.00%,0.00%,NR,NR,0.00%,NR,0.00%,NR,NR
4168,Shane Harris-Tunks,Colorado,2011,Big,67.40%,25.63%,26.57%,55.37%,NR,0.00%,NR,0.00%,NR,NR
4168,Shane Harris-Tunks,Colorado,2012,Big,42.00%,20.18%,36.86%,47.01%,NR,0.00%,NR,0.00%,NR,NR
4191,Markieff Morris,Kansas,2009,Big,51.76%,62.69%,39.32%,57.43%,16.58%,69.57%,NR,0.00%,NR,NR
4191,Markieff Morris,Kansas,2010,Big,92.56%,44.09%,36.86%,47.23%,79.50%,91.55%,NR,65.27%,NR,NR
4207,Luis Colon,Kansas State,2009,Big,16.78%,76.48%,56.04%,54.15%,NR,0.00%,NR,31.06%,NR,NR
4208,Ron Anderson,South Florida,2010,Big,96.30%,13.86%,69.18%,10.23%,NR,46.62%,NR,65.27%,NR,NR
4208,Ron Anderson,South Florida,2011,Big,88.16%,35.24%,60.39%,65.77%,NR,46.62%,NR,75.21%,NR,NR
4215,Keith Ramsey,Missouri,2009,Big,67.40%,57.95%,82.90%,67.01%,NR,0.00%,NR,75.21%,NR,NR
4221,Steve Moore,Missouri,2009,Big,30.50%,28.93%,10.68%,14.51%,NR,0.00%,NR,0.00%,NR,NR
4221,Steve Moore,Missouri,2010,Big,0.00%,100.00%,8.70%,86.16%,NR,0.00%,NR,0.00%,NR,NR
4221,Steve Moore,Missouri,2011,Big,30.50%,70.03%,85.37%,72.28%,NR,0.00%,NR,75.21%,NR,NR
4239,Brian Diaz,Nebraska,2009,Big,42.00%,73.46%,41.22%,36.85%,NR,0.00%,NR,94.95%,NR,NR
4239,Brian Diaz,Nebraska,2010,Big,59.74%,65.66%,86.06%,83.36%,NR,0.00%,NR,98.96%,NR,NR
