GMID,Name,School,Year,BLK,B2PJ,BS2P,B3P,R2PJ,RS2P,R3P,S2PJ,S2PS,S3PS,PickSix
2439,Marvell Waithe,Arkansas,2011,26,11,13,2,7,11,2,1,2,0,2
2479,Torgrim Sommerfeldt,Manhattan,2011,0,0,0,0,0,0,0,0,0,0,0
2482,Ben Allen,Saint Mary's,2009,21,4,16,1,3,11,1,1,5,0,0
2505,Mike Tisdale,Illinois,2009,53,39,12,2,24,7,1,1,4,0,0
2505,Mike Tisdale,Illinois,2010,54,32,22,0,17,12,0,5,3,0,0
2506,Demetri McCamey,Illinois,2009,5,2,3,0,0,0,0,0,3,0,10
2506,Demetri McCamey,Illinois,2010,6,4,1,1,2,1,1,2,3,0,3
2507,Mike Davis,Illinois,2009,23,14,7,2,6,4,2,2,1,0,2
2507,Mike Davis,Illinois,2010,26,13,12,1,7,7,1,2,3,0,3
2529,Devan Downey,South Carolina,2009,1,1,0,0,1,0,0,0,1,0,11
2530,Edgar Sosa,Louisville,2009,2,0,1,1,0,0,0,0,1,0,3
2531,Jonathan Kreft,Florida State,2010,10,4,6,0,3,3,0,0,3,0,0
2531,Jonathan Kreft,Florida State,2011,22,4,18,0,2,10,0,0,2,0,1
2532,Curtis Kelly,Kansas State,2009,59,38,19,1,21,14,0,1,4,0,3
2532,Curtis Kelly,Kansas State,2010,33,21,12,0,14,5,0,2,0,0,3
2533,Obi Muonelo,Oklahoma State,2009,9,1,7,1,0,2,1,0,3,0,3
2534,Jeff Robinson,Seton Hall,2009,13,5,8,0,2,3,0,1,2,0,3
2534,Jeff Robinson,Seton Hall,2010,16,4,9,2,2,5,2,1,5,0,2
2535,Jeff Jordan,Illinois,2009,3,2,0,1,1,0,1,0,0,0,0
2535,Jeff Jordan,UCF,2011,1,0,1,0,0,1,0,0,0,0,2
2536,Chris Wright (2),Dayton,2009,53,26,24,3,16,12,1,1,2,0,2
2536,Chris Wright (2),Dayton,2010,51,25,26,0,16,12,0,3,5,0,2
2537,Chandler Parsons,Florida,2009,5,4,1,0,3,0,0,1,1,0,5
2537,Chandler Parsons,Florida,2010,11,1,10,0,0,5,0,1,3,0,1
2538,Wesley Witherspoon,Memphis,2009,29,7,19,2,1,13,1,2,6,0,4
2538,Wesley Witherspoon,Memphis,2010,9,1,7,1,1,5,1,0,1,0,4
2538,Wesley Witherspoon,Memphis,2011,13,3,8,1,3,6,0,3,2,0,6
2539,Jordan Hamilton,Texas,2009,11,4,6,0,4,4,0,2,0,0,2
2539,Jordan Hamilton,Texas,2010,21,5,14,2,4,7,1,1,2,0,4
2540,Lamont Jones,Arizona,2009,0,0,0,0,0,0,0,2,3,0,3
2540,Lamont Jones,Arizona,2010,1,0,1,0,0,0,0,2,0,0,7
2540,Lamont Jones,Iona,2011,2,1,1,0,1,1,0,0,2,0,5
2540,Lamont Jones,Iona,2012,2,0,2,0,0,1,0,1,3,0,12
2541,Marcus Jordan,UCF,2009,10,3,7,0,1,2,0,1,1,1,3
2541,Marcus Jordan,UCF,2010,2,1,1,0,0,0,0,0,2,0,6
2541,Marcus Jordan,UCF,2011,1,0,0,1,0,0,1,0,0,0,2
2542,Royce White,Iowa State,2011,32,28,4,0,18,3,0,2,4,0,7
2543,Jamil Wilson,Oregon,2009,12,8,4,0,3,3,0,0,3,1,2
2543,Jamil Wilson,Marquette,2011,45,17,22,3,10,11,3,2,4,0,1
2543,Jamil Wilson,Marquette,2012,33,10,20,3,4,14,1,0,5,0,2
2543,Jamil Wilson,Marquette,2013,16,6,7,2,4,6,0,0,2,0,2
2544,Jake Anderson,Northern Illinois,2009,6,4,2,0,3,0,0,0,3,0,8
2544,Jake Anderson,Iowa State,2010,2,0,1,0,0,0,0,1,0,0,2
2545,Dominique Archie,South Carolina,2009,3,1,2,0,0,2,0,0,0,0,1
2546,Dwayne Collins,Miami (FL),2009,32,19,13,0,10,5,0,1,2,0,4
2547,Kenneth Cooper,UAB,2009,17,5,10,0,0,6,0,0,4,0,0
2548,Osiris Eldridge,Illinois State,2009,11,9,1,1,3,0,1,1,4,0,8
2549,Gary Flowers,Southern Mississippi,2009,60,33,19,6,15,10,1,4,0,0,3
2549,Gary Flowers,Southern Mississippi,2010,39,24,11,3,13,7,3,0,1,0,4
2550,Jonathan Gibson,New Mexico State,2009,2,1,0,0,1,0,0,2,3,0,6
2551,Kyle Gibson,Louisiana Tech,2009,2,1,1,0,0,1,0,1,0,0,3
2554,Dior Lowhorn,San Francisco,2009,11,8,3,0,3,1,0,3,2,0,3
2555,Ater Majok,Connecticut,2009,36,15,18,3,8,7,2,0,0,0,0
2557,Junior Salters,Wofford,2009,3,1,2,0,0,1,0,0,3,0,2
2558,Donald Sloan,Texas A&M,2009,2,2,0,0,1,0,0,2,1,0,2
2559,Jonathan Tavernari,Brigham Young,2009,7,7,0,0,3,0,0,1,1,0,6
2560,Malcolm Thomas,San Diego State,2009,52,39,12,1,23,5,1,1,1,0,3
2560,Malcolm Thomas,San Diego State,2010,71,52,19,0,26,12,0,4,4,0,2
2581,Derrick Caracter,UTEP,2009,22,11,10,0,10,5,0,3,1,0,3
2591,John Reik,Mississippi State,2009,4,3,1,0,2,0,0,0,0,0,0
2591,John Reik,Mississippi State,2010,5,0,5,0,0,3,0,0,1,0,0
2605,Ryan Anderson,Nebraska,2009,6,5,1,0,2,1,0,1,1,0,5
3520,Derrick Nix,Michigan State,2009,7,1,6,0,0,3,0,0,0,0,0
3520,Derrick Nix,Michigan State,2010,7,3,4,0,3,2,0,0,2,0,0
3520,Derrick Nix,Michigan State,2011,8,3,4,1,3,2,0,1,1,0,1
3520,Derrick Nix,Michigan State,2012,5,2,2,1,2,0,0,0,2,0,1
3521,Brad Redford,Xavier,2009,1,0,0,1,0,0,0,0,2,0,0
3521,Brad Redford,Xavier,2011,0,0,0,0,0,0,0,0,2,0,0
3521,Brad Redford,Xavier,2012,1,1,0,0,1,0,0,0,1,0,0
3522,David Kool,Western Michigan,2009,0,0,0,0,0,0,0,1,3,0,8
3528,John Roberson,Texas Tech,2009,1,0,0,1,0,0,0,2,3,0,5
3528,John Roberson,Texas Tech,2010,5,2,1,2,1,0,1,1,1,0,2
3532,Shawn Williams,Texas,2009,0,0,0,0,0,0,0,0,0,0,0
3532,Shawn Williams,Southern Methodist,2011,10,5,4,0,2,0,0,0,3,0,0
3532,Shawn Williams,Southern Methodist,2012,24,16,7,1,11,3,1,1,3,0,0
3532,Shawn Williams,Southern Methodist,2013,9,3,6,0,2,3,0,1,4,0,1
3540,Andy Polka,Loyola (IL),2009,12,4,7,1,0,3,1,0,1,0,0
3540,Andy Polka,Loyola (IL),2010,12,5,6,1,3,3,0,1,0,0,1
3541,Scott Christopherson,Iowa State,2009,1,0,1,0,0,0,0,3,3,0,1
3541,Scott Christopherson,Iowa State,2010,0,0,0,0,0,0,0,1,1,0,2
3541,Scott Christopherson,Iowa State,2011,2,1,1,0,1,1,0,3,1,0,3
3542,Keaton Nankivil,Wisconsin,2009,28,10,18,0,3,14,0,2,1,0,0
3542,Keaton Nankivil,Wisconsin,2010,42,17,24,0,10,15,0,4,3,0,1
3543,DeMarcus Phillips,Iowa State,2010,0,0,0,0,0,0,0,0,0,0,0
3544,Jeronne Maymon,Marquette,2009,1,0,1,0,0,0,0,0,0,0,0
3544,Jeronne Maymon,Tennessee,2010,0,0,0,0,0,0,0,0,1,0,0
3544,Jeronne Maymon,Tennessee,2011,10,4,6,0,3,3,0,2,2,0,5
3544,Jeronne Maymon,Tennessee,2013,15,9,6,0,5,4,0,4,6,0,0
3551,Jon Hood,Kentucky,2009,0,0,0,0,0,0,0,0,0,0,0
3551,Jon Hood,Kentucky,2010,2,1,1,0,0,1,0,0,0,0,0
3551,Jon Hood,Kentucky,2012,1,0,1,0,0,1,0,0,0,0,0
3551,Jon Hood,Kentucky,2013,0,0,0,0,0,0,0,0,0,0,0
3552,Walt Allen,Presbyterian,2009,9,6,3,0,3,2,0,1,3,0,1
3552,Walt Allen,Presbyterian,2010,9,5,4,0,3,4,0,1,4,0,0
3553,Steffphon Pettigrew,Western Kentucky,2009,14,6,8,0,5,6,0,1,2,0,1
3553,Steffphon Pettigrew,Western Kentucky,2010,20,10,10,0,4,4,0,1,2,0,1
3565,Matt Gatens,Iowa,2009,3,1,2,0,1,0,0,1,0,0,4
3565,Matt Gatens,Iowa,2010,3,1,1,1,0,0,1,2,2,0,7
3565,Matt Gatens,Iowa,2011,6,3,2,1,1,1,1,1,2,0,10
3566,Brennan Cougill,Iowa,2009,6,2,4,0,2,3,0,3,0,0,0
3566,Brennan Cougill,Green Bay,2011,26,14,12,0,8,8,0,0,2,0,2
3566,Brennan Cougill,Green Bay,2012,19,10,7,1,9,4,1,1,2,0,2
3567,Jason Bohannon,Wisconsin,2009,12,4,7,1,3,5,1,0,1,0,4
3576,Ben Hansbrough,Notre Dame,2009,6,1,3,1,1,2,0,1,3,0,4
3576,Ben Hansbrough,Notre Dame,2010,3,0,3,0,0,1,0,2,1,0,7
3577,Mike Dixon,Missouri,2009,0,0,0,0,0,0,0,0,1,0,3
3577,Mike Dixon,Missouri,2010,2,1,0,1,0,0,0,0,1,0,4
3577,Mike Dixon,Missouri,2011,2,1,1,0,0,0,0,1,2,0,7
3577,Mike Dixon,Memphis,2013,4,1,3,0,0,0,0,0,1,0,1
3578,Scott Suggs,Washington,2009,1,0,1,0,0,1,0,2,1,0,1
3578,Scott Suggs,Washington,2010,7,5,0,2,3,0,1,0,6,0,0
3578,Scott Suggs,Washington,2012,9,5,3,1,3,2,0,3,3,0,4
3579,Conner Teahan,Kansas,2009,1,1,0,0,0,0,0,0,0,0,0
3579,Conner Teahan,Kansas,2011,1,0,0,1,0,0,1,2,1,0,0
3587,Tyler Haws,Brigham Young,2009,5,5,0,0,3,0,0,1,3,0,2
3587,Tyler Haws,Brigham Young,2012,5,2,1,2,2,0,2,2,0,0,3
3587,Tyler Haws,Brigham Young,2013,9,7,2,0,4,2,0,1,2,0,3
3587,Tyler Haws,Brigham Young,2014,9,6,3,0,4,0,0,2,0,0,6
3589,Morgan Grim,Utah State,2010,11,4,6,1,3,2,0,1,0,0,0
3589,Morgan Grim,Utah State,2011,28,8,20,0,5,11,0,1,6,0,0
3590,Dan Deane,Oregon State,2009,4,2,2,0,1,1,0,0,3,0,0
3590,Dan Deane,Oregon State,2010,1,0,1,0,0,1,0,1,0,0,0
3591,Jackson Emery,Brigham Young,2009,11,4,2,5,3,1,4,3,3,0,16
3591,Jackson Emery,Brigham Young,2010,8,7,1,0,7,1,0,4,4,0,14
3592,Tai Wesley,Utah State,2009,37,15,22,0,10,11,0,0,5,0,0
3592,Tai Wesley,Utah State,2010,34,9,25,0,7,13,0,2,3,0,1
3606,Brian Qvale,Montana,2009,61,22,37,2,14,21,1,1,3,0,0
3606,Brian Qvale,Montana,2010,95,43,45,4,23,26,3,5,5,0,0
3607,Austin Dufault,Colorado,2009,11,1,10,0,1,6,0,1,7,0,0
3607,Austin Dufault,Colorado,2010,21,5,15,0,3,5,0,1,7,0,2
3607,Austin Dufault,Colorado,2011,8,3,5,0,2,4,0,1,5,0,2
3609,Brandon Brown,Lipscomb,2009,11,4,7,0,3,3,0,1,1,0,1
3609,Brandon Brown,Lipscomb,2010,19,11,8,0,5,4,0,1,0,0,3
3617,Barry Stewart,Mississippi State,2009,8,1,3,4,1,2,3,1,0,0,3
3618,Maurice Miller,Georgia Tech,2009,1,1,0,0,1,0,0,0,1,0,1
3618,Maurice Miller,Georgia Tech,2010,1,0,1,0,0,1,0,2,3,0,5
3619,Drew Kelly,Morehead State,2010,5,0,5,0,0,3,0,0,0,0,1
3619,Drew Kelly,Morehead State,2011,5,2,2,0,1,1,0,0,1,0,0
3619,Drew Kelly,Morehead State,2012,5,4,1,0,3,0,0,2,3,0,2
3619,Drew Kelly,Morehead State,2013,13,2,11,0,1,5,0,3,13,0,3
3620,Jewuan Long,Murray State,2009,1,0,1,0,0,0,0,1,0,0,3
3620,Jewuan Long,Murray State,2010,13,7,2,4,4,0,3,0,3,0,5
3620,Jewuan Long,Murray State,2011,21,14,5,2,6,2,1,0,3,0,4
3621,Willie Kemp,Memphis,2009,4,3,1,0,1,1,0,1,1,0,8
3631,Reginald Becton,Ole Miss,2009,47,17,29,0,4,19,0,2,4,0,1
3631,Reginald Becton,Ole Miss,2010,93,43,49,1,21,33,0,0,5,0,2
3631,Reginald Becton,Ole Miss,2011,69,20,47,2,12,31,2,4,4,0,1
3631,Reginald Becton,Ole Miss,2012,98,48,48,2,25,28,0,2,10,0,1
3632,M.J. Brown,Tennessee-Martin,2009,1,1,0,0,1,0,0,2,0,0,1
3633,Marquis Weddle,Tennessee-Martin,2009,0,0,0,0,0,0,0,0,1,0,2
3641,Kerron Johnson,Belmont,2009,3,0,3,0,0,1,0,0,1,1,4
3641,Kerron Johnson,Belmont,2010,1,1,0,0,1,0,0,0,1,0,8
3641,Kerron Johnson,Belmont,2011,1,0,1,0,0,0,0,2,2,0,12
3641,Kerron Johnson,Belmont,2012,1,0,1,0,0,0,0,3,1,0,7
3642,Courtney Fortson,Arkansas,2009,3,2,1,0,2,0,0,0,0,0,1
3649,Will Graves,North Carolina,2009,7,6,1,0,1,0,0,1,1,0,3
3650,Marc Campbell,North Carolina,2009,0,0,0,0,0,0,0,1,0,0,0
3651,Justin Watts,North Carolina,2009,4,3,1,0,0,1,0,0,0,0,0
3651,Justin Watts,North Carolina,2010,3,0,3,0,0,1,0,0,0,0,0
3651,Justin Watts,North Carolina,2011,3,3,0,0,1,0,0,0,1,0,0
3653,Jordan Davidson,Duke,2009,0,0,0,0,0,0,0,0,1,0,0
3654,Miles Plumlee,Duke,2009,24,9,15,0,5,9,0,0,3,0,2
3654,Miles Plumlee,Duke,2010,15,6,9,0,4,5,0,2,2,0,0
3654,Miles Plumlee,Duke,2011,28,14,14,0,7,8,0,0,1,0,1
3655,Olek Czyz,Duke,2009,0,0,0,0,0,0,0,0,0,0,2
3655,Olek Czyz,Nevada,2010,7,3,4,0,3,2,0,1,4,0,0
3655,Olek Czyz,Nevada,2011,7,2,3,2,1,1,1,0,2,0,4
3656,Steve Johnson,Duke,2009,0,0,0,0,0,0,0,0,0,0,0
3660,Brooks Godwin,Wake Forest,2009,0,0,0,0,0,0,0,0,0,0,0
3660,Brooks Godwin,Wake Forest,2010,0,0,0,0,0,0,0,0,1,0,0
3660,Brooks Godwin,Wake Forest,2011,0,0,0,0,0,0,0,0,0,0,0
3661,Chas McFarland,Wake Forest,2009,33,15,17,0,7,9,0,0,6,0,0
3662,David Weaver,Wake Forest,2009,14,6,8,0,5,5,0,0,3,0,0
3663,Gary Clark,Wake Forest,2009,1,0,1,0,0,0,0,0,0,0,2
3663,Gary Clark,Wake Forest,2010,5,2,1,2,1,0,1,1,3,0,9
3665,Ish Smith,Wake Forest,2009,15,8,6,0,7,2,0,0,2,0,11
3667,L.D. Williams,Wake Forest,2009,6,1,3,2,1,1,2,0,0,0,6
3669,Ty Walker,Wake Forest,2009,6,0,6,0,0,2,0,0,0,0,0
3669,Ty Walker,Wake Forest,2010,79,30,49,0,14,28,0,0,2,0,0
3669,Ty Walker,Wake Forest,2011,47,20,27,0,15,21,0,0,1,0,0
3670,Andre Dawkins,Duke,2009,2,1,1,0,1,1,0,1,1,0,0
3670,Andre Dawkins,Duke,2010,3,1,1,1,1,1,1,3,2,0,4
3670,Andre Dawkins,Duke,2011,2,1,0,1,0,0,1,0,2,0,2
3670,Andre Dawkins,Duke,2013,5,1,1,3,0,1,2,0,2,1,1
3671,Ari Stewart,Wake Forest,2009,2,1,1,0,1,0,0,1,2,0,1
3671,Ari Stewart,Wake Forest,2010,3,2,1,0,0,0,0,1,7,0,0
3671,Ari Stewart,USC,2012,6,1,4,1,1,2,1,0,0,0,1
3672,C.J. Harris,Wake Forest,2009,2,2,0,0,2,0,0,0,2,0,1
3672,C.J. Harris,Wake Forest,2010,0,0,0,0,0,0,0,1,4,0,5
3672,C.J. Harris,Wake Forest,2011,2,1,0,1,1,0,0,1,3,0,7
3672,C.J. Harris,Wake Forest,2012,3,2,0,1,2,0,0,3,3,0,5
3673,Andre Young,Clemson,2009,0,0,0,0,0,0,0,1,2,0,6
3673,Andre Young,Clemson,2010,2,1,0,1,1,0,1,3,0,0,4
3673,Andre Young,Clemson,2011,1,1,0,0,0,0,0,0,4,0,4
3674,Bryan Narcisse,Clemson,2009,5,3,1,0,1,0,0,1,2,0,1
3674,Bryan Narcisse,Clemson,2010,15,2,13,0,2,4,0,0,3,0,2
3674,Bryan Narcisse,Clemson,2011,14,4,10,0,3,5,0,0,2,0,0
3675,Catalin Baciu,Clemson,2009,1,0,1,0,0,0,0,0,0,0,0
3675,Catalin Baciu,Clemson,2010,3,1,2,0,1,2,0,0,1,0,0
3675,Catalin Baciu,Clemson,2011,17,5,11,0,3,8,0,1,2,0,1
3676,David Potter,Clemson,2009,6,3,2,0,2,1,0,0,0,0,4
3677,Demontez Stitt,Clemson,2009,8,3,4,1,2,1,0,1,1,0,2
3677,Demontez Stitt,Clemson,2010,14,6,8,0,1,6,0,1,1,0,3
3678,Jerai Grant,Clemson,2009,54,27,24,2,14,14,1,0,1,0,0
3678,Jerai Grant,Clemson,2010,78,27,50,0,13,27,0,0,2,0,3
3680,Jonah Baize,Clemson,2009,0,0,0,0,0,0,0,0,0,0,0
3680,Jonah Baize,Clemson,2010,0,0,0,0,0,0,0,0,0,0,0
3682,Karolis Petrukonis,Clemson,2009,0,0,0,0,0,0,0,0,0,0,0
3683,Tanner Smith,Clemson,2009,13,8,5,0,1,1,0,1,3,0,5
3683,Tanner Smith,Clemson,2010,8,2,5,1,2,4,0,2,2,0,9
3683,Tanner Smith,Clemson,2011,7,2,5,0,1,2,0,0,1,0,6
3685,Trevor Booker,Clemson,2009,45,19,21,3,8,9,1,1,3,0,9
3686,Zavier Anderson,Clemson,2009,0,0,0,0,0,0,0,0,0,0,0
3686,Zavier Anderson,Clemson,2010,8,3,3,2,1,2,1,1,1,0,4
3687,Donte Hill,Clemson,2009,1,1,0,0,1,0,0,0,0,0,0
3687,Donte Hill,Old Dominion,2011,10,1,9,0,1,7,0,1,0,0,3
3687,Donte Hill,Old Dominion,2012,14,3,8,2,3,5,1,0,3,1,5
3688,Devin Booker,Clemson,2009,4,2,2,0,1,2,0,1,0,0,2
3688,Devin Booker,Clemson,2010,15,5,10,0,2,3,0,0,4,0,0
3688,Devin Booker,Clemson,2011,29,5,21,1,3,16,1,0,1,0,0
3688,Devin Booker,Clemson,2012,35,10,25,0,2,13,0,1,3,0,2
3689,Noel Johnson,Clemson,2009,6,4,2,0,1,1,0,0,1,0,1
3689,Noel Johnson,Clemson,2010,1,1,0,0,0,0,0,0,0,0,0
3689,Noel Johnson,Auburn,2011,2,2,0,0,0,0,0,0,0,0,0
3689,Noel Johnson,Auburn,2012,7,3,4,0,3,4,0,0,3,0,0
3691,Deividas Dulkys,Florida State,2009,9,4,4,1,3,2,0,1,2,0,4
3691,Deividas Dulkys,Florida State,2010,15,6,7,2,3,5,1,2,1,0,6
3691,Deividas Dulkys,Florida State,2011,18,8,9,1,6,2,1,0,1,0,3
3692,Derwin Kitchen,Florida State,2009,7,2,2,3,2,2,3,0,0,0,9
3692,Derwin Kitchen,Florida State,2010,3,1,0,2,1,0,2,0,1,0,8
3694,Jordan DeMercy,Florida State,2009,6,2,3,1,2,1,0,0,1,0,2
3695,Luke Loucks,Florida State,2009,2,2,0,0,1,0,0,0,3,0,4
3695,Luke Loucks,Florida State,2010,2,0,2,0,0,0,0,0,1,0,1
3695,Luke Loucks,Florida State,2011,10,3,5,2,1,1,1,0,1,0,2
3696,Pierre Jordan,Florida State,2009,0,0,0,0,0,0,0,0,0,0,0
3696,Pierre Jordan,Florida State,2010,0,0,0,0,0,0,0,1,0,0,0
3696,Pierre Jordan,Georgia Tech,2011,2,0,2,0,0,0,0,0,2,0,1
3696,Pierre Jordan,Georgia Tech,2012,3,2,1,0,2,1,0,0,0,0,1
3697,Ryan Reid,Florida State,2009,16,5,11,0,3,4,0,0,1,0,1
3698,Xavier Gibson,Florida State,2009,26,10,14,1,7,11,0,0,0,0,1
3698,Xavier Gibson,Florida State,2010,19,4,14,1,4,10,0,1,1,0,0
3698,Xavier Gibson,Florida State,2011,42,10,29,3,8,20,3,0,2,0,0
3699,Terrance Shannon,Florida State,2009,5,3,2,0,3,0,0,0,1,0,0
3699,Terrance Shannon,Florida State,2010,8,4,3,1,3,2,1,0,2,0,0
3699,Terrance Shannon,Florida State,2011,4,1,3,0,1,2,0,0,0,0,1
3699,Terrance Shannon,Florida State,2012,12,1,9,2,1,4,0,0,1,0,2
3699,Terrance Shannon,VCU,2013,14,1,11,2,1,5,1,0,4,0,0
3702,Dorenzo Hudson,Virginia Tech,2009,8,2,5,1,2,2,1,0,4,0,4
3702,Dorenzo Hudson,Virginia Tech,2010,0,0,0,0,0,0,0,1,0,0,2
3702,Dorenzo Hudson,Virginia Tech,2011,3,1,2,0,1,1,0,0,3,0,3
3704,Gene Swindle,Virginia Tech,2009,0,0,0,0,0,0,0,0,0,0,0
3704,Gene Swindle,James Madison,2011,7,6,1,0,5,1,0,1,1,0,0
3704,Gene Swindle,James Madison,2012,5,4,1,0,3,0,0,0,3,0,0
3705,Hank Thorns,Texas Christian,2010,2,0,1,1,0,0,0,1,3,0,4
3705,Hank Thorns,Texas Christian,2011,1,1,0,0,0,0,0,2,0,0,5
3706,J.T. Thompson,Virginia Tech,2009,9,1,8,0,1,3,0,0,4,0,4
3706,J.T. Thompson,Charlotte,2012,4,2,1,1,0,0,1,0,4,0,1
3707,Jeff Allen,Virginia Tech,2009,34,13,19,2,5,8,2,0,6,0,8
3707,Jeff Allen,Virginia Tech,2010,24,6,17,0,5,13,0,4,3,0,4
3708,Lewis Witcher,Virginia Tech,2009,2,1,1,0,1,0,0,0,0,0,0
3709,Paul Debnam,Virginia Tech,2009,1,0,1,0,0,1,0,0,0,0,1
3709,Paul Debnam,Virginia Tech,2010,1,0,1,0,0,1,0,0,0,0,1
3711,Terrell Bell,Virginia Tech,2009,31,9,10,12,7,5,8,3,4,0,1
3711,Terrell Bell,Virginia Tech,2010,28,8,13,6,3,10,5,0,3,2,1
3712,Victor Davila,Virginia Tech,2009,23,4,19,0,2,9,0,1,3,0,1
3712,Victor Davila,Virginia Tech,2010,37,21,15,1,14,7,1,0,3,0,0
3712,Victor Davila,Virginia Tech,2011,15,5,10,0,2,7,0,0,2,0,1
3713,Manny Atkins,Virginia Tech,2009,3,0,3,0,0,2,0,0,1,0,2
3713,Manny Atkins,Virginia Tech,2010,1,1,0,0,0,0,0,0,1,0,1
3713,Manny Atkins,Georgia State,2012,9,3,5,1,2,3,0,0,0,0,5
3713,Manny Atkins,Georgia State,2013,23,6,13,3,5,9,2,0,3,0,6
3714,Ben Boggs,Virginia Tech,2009,0,0,0,0,0,0,0,0,0,1,2
3714,Ben Boggs,Virginia Tech,2010,0,0,0,0,0,0,0,0,0,0,0
3714,Ben Boggs,Valparaiso,2011,2,0,2,0,0,1,0,1,4,0,1
3714,Ben Boggs,Valparaiso,2012,1,1,0,0,1,0,0,1,4,0,2
3715,Erick Green,Virginia Tech,2009,6,1,5,0,1,1,0,1,2,0,2
3715,Erick Green,Virginia Tech,2010,9,5,2,2,3,2,2,0,0,0,15
3715,Erick Green,Virginia Tech,2011,4,3,1,0,1,0,0,0,4,0,13
3715,Erick Green,Virginia Tech,2012,6,2,4,0,1,2,0,0,1,0,12
3716,Cadarian Raines,Virginia Tech,2009,12,2,10,0,1,8,0,0,0,0,0
3716,Cadarian Raines,Virginia Tech,2010,1,1,0,0,0,0,0,0,0,0,0
3716,Cadarian Raines,Virginia Tech,2011,25,8,17,0,4,13,0,0,2,0,1
3716,Cadarian Raines,Virginia Tech,2012,29,13,16,0,6,5,0,0,3,0,0
3716,Cadarian Raines,Virginia Tech,2013,6,2,4,0,1,0,0,0,1,0,0
3717,Allan Chaney,High Point,2012,37,16,21,0,9,11,0,5,3,0,2
3717,Allan Chaney,High Point,2013,2,0,2,0,0,1,0,1,0,0,0
3718,Adrian Bowie,Maryland,2009,5,3,2,0,1,1,0,0,0,0,3
3718,Adrian Bowie,Maryland,2010,7,3,3,1,1,1,0,0,1,0,5
3719,Braxton Dupree,Towson,2010,32,5,25,0,3,12,0,0,6,0,0
3720,Cliff Tucker,Maryland,2009,9,7,1,1,4,0,0,1,1,0,1
3720,Cliff Tucker,Maryland,2010,8,3,4,1,2,1,1,0,1,0,4
3722,David Pearman,Maryland,2009,0,0,0,0,0,0,0,0,1,0,1
3723,Dino Gregory,Maryland,2009,26,7,17,1,3,8,1,2,2,0,0
3723,Dino Gregory,Maryland,2010,42,19,23,0,9,13,0,2,4,0,0
3724,Eric Hayes,Maryland,2009,9,3,6,0,2,5,0,0,2,0,3
3726,Jin-Soo Choi,Maryland,2009,1,1,0,0,0,0,0,0,0,0,0
3727,Landon Milbourne,Maryland,2009,39,17,20,1,8,9,1,0,5,0,4
3728,Sean Mosley,Maryland,2009,12,6,6,0,5,3,0,0,5,0,10
3728,Sean Mosley,Maryland,2010,8,4,4,0,2,3,0,0,1,0,10
3728,Sean Mosley,Maryland,2011,16,3,12,1,2,6,0,1,0,0,0
3729,Steve Goins,Maryland,2009,0,0,0,0,0,0,0,0,1,0,0
3730,James Padgett,Maryland,2009,9,4,5,0,0,2,0,0,3,0,0
3730,James Padgett,Maryland,2010,7,1,6,0,0,5,0,0,1,0,0
3730,James Padgett,Maryland,2011,10,6,4,0,3,1,0,1,4,0,0
3730,James Padgett,Maryland,2012,7,2,4,1,1,2,1,1,0,0,0
3731,Jordan Williams,Maryland,2009,32,12,19,0,10,8,0,1,10,0,1
3731,Jordan Williams,Maryland,2010,36,24,11,0,12,9,0,1,4,0,1
3733,Brad Sheehan,Georgia Tech,2009,9,1,8,0,0,4,0,0,0,0,0
3734,D'Andre Bell,Georgia Tech,2009,12,5,6,1,3,2,1,2,3,0,1
3735,Derek Craig,Georgia Tech,2010,0,0,0,0,0,0,0,0,0,0,0
3735,Derek Craig,Georgia Tech,2011,0,0,0,0,0,0,0,0,0,0,0
3737,Lance Storrs,Georgia Tech,2009,0,0,0,0,0,0,0,0,0,0,0
3737,Lance Storrs,Georgia Tech,2010,1,0,1,0,0,1,0,1,3,0,0
3738,Nick Foreman,Georgia Tech,2009,1,0,1,0,0,0,0,0,0,0,0
3738,Nick Foreman,Georgia Tech,2010,2,0,2,0,0,0,0,0,0,0,0
3738,Nick Foreman,Georgia Tech,2011,5,1,4,0,0,0,0,0,0,0,1
3739,Sam Shew,Georgia Tech,2009,0,0,0,0,0,0,0,0,0,0,0
3741,Zachery Peacock,Georgia Tech,2009,10,2,8,0,1,4,0,1,1,0,4
3742,Kammeon Holsey,Georgia Tech,2010,6,2,4,0,1,2,0,1,4,0,0
3742,Kammeon Holsey,Georgia Tech,2011,12,6,5,1,4,4,0,2,5,0,0
3742,Kammeon Holsey,Georgia Tech,2012,10,7,3,0,4,2,0,1,0,0,0
3742,Kammeon Holsey,Georgia Tech,2013,9,4,5,0,2,0,0,0,0,0,0
3743,Brian Oliver,Georgia Tech,2009,10,1,9,0,0,4,0,1,3,0,0
3743,Brian Oliver,Georgia Tech,2010,6,1,5,0,0,5,0,1,1,0,1
3743,Brian Oliver,Seton Hall,2012,7,0,6,1,0,3,1,0,3,0,2
3743,Brian Oliver,Seton Hall,2013,9,2,7,0,2,2,0,1,6,0,1
3744,Daniel Miller,Georgia Tech,2010,67,20,40,6,17,23,4,0,3,0,1
3744,Daniel Miller,Georgia Tech,2011,75,25,49,1,14,28,1,0,2,0,1
3744,Daniel Miller,Georgia Tech,2012,64,32,31,1,18,17,0,0,7,0,1
