GMID,Name,School,Year,A1PerRimAtt,A1Per2PT,PercFTsShootF
17360,Bryan Emanuel,Cal State Bakersfield,2009,0.000,0.000,NA
17362,Cory Brown,Cal State Bakersfield,2009,NA,0.000,400.00%
17362,Cory Brown,Cal State Bakersfield,2010,0.000,0.000,300.00%
17363,Donald Johnson,Cal State Bakersfield,2009,0.000,0.000,300.00%
17363,Donald Johnson,Cal State Bakersfield,2010,0.000,0.000,800.00%
17363,Donald Johnson,Cal State Bakersfield,2011,0.000,0.000,NA
17364,Donavan Bragg,Cal State Bakersfield,2009,0.333,0.077,1028.57%
17364,Donavan Bragg,Cal State Bakersfield,2010,0.333,0.087,891.67%
17365,George DeLeon,Cal State Bakersfield,2009,0.000,0.000,NA
17366,James Albright,Cal State Bakersfield,2009,0.000,0.000,NA
17366,James Albright,Cal State Bakersfield,2010,NA,0.000,300.00%
17367,Jeff Osborne,Cal State Bakersfield,2009,#N/A,#N/A,#VALUE!
17368,Jose Lara,Cal State Bakersfield,2009,0.000,0.000,NA
17370,Marcus Hall,Cal State Bakersfield,2009,NA,0.000,500.00%
17370,Marcus Hall,Portland State,2012,0.000,0.000,100.00%
17370,Marcus Hall,Portland State,2013,0.000,0.000,NA
17371,Robert Hayes,Cal State Bakersfield,2010,0.500,0.250,800.00%
17371,Robert Hayes,Cal State Bakersfield,2011,0.000,0.000,950.00%
17372,Santwon Latunde,Cal State Bakersfield,2009,0.600,0.125,846.67%
17373,Stephon Carter,Cal State Bakersfield,2009,0.250,0.065,940.00%
17373,Stephon Carter,Cal State Bakersfield,2010,0.067,0.024,1200.00%
17373,Stephon Carter,Cal State Bakersfield,2011,0.133,0.067,1045.45%
17373,Stephon Carter,Cal State Bakersfield,2012,0.100,0.049,386.84%
17374,Trent Blakely,Cal State Bakersfield,2009,0.286,0.077,500.00%
17385,Aaron Mitchell,Longwood,2009,0.045,0.022,654.55%
17385,Aaron Mitchell,Longwood,2010,0.033,0.022,465.00%
17386,Antwan Carter,Longwood,2009,0.028,0.014,928.57%
17386,Antwan Carter,Longwood,2010,0.081,0.038,303.85%
17386,Antwan Carter,Longwood,2011,0.083,0.021,1214.29%
17387,"Billy Robinson, Jr.",Longwood,2009,0.045,0.031,207.69%
17388,Dana Smith,Longwood,2009,0.043,0.020,408.11%
17389,Durann Neil,Longwood,2010,0.250,0.143,472.73%
17389,Durann Neil,Longwood,2011,NA,0.000,200.00%
17390,E.J. Dawson,Longwood,2009,0.000,0.000,466.67%
17391,Earl Gee II,Longwood,2009,0.000,0.000,533.33%
17391,Earl Gee II,Longwood,2010,0.000,0.000,233.33%
17392,Ian Persaud,Longwood,2009,0.000,0.000,NA
17393,Jan van der Kooij,Longwood,2009,0.000,0.000,NA
17393,Jan van der Kooij,Longwood,2010,0.000,0.000,700.00%
17393,Jan van der Kooij,Longwood,2011,1.000,0.077,1133.33%
17395,Kevin Swecker,Longwood,2009,0.000,0.000,1250.00%
17396,Martiz Washington,Longwood,2009,0.000,0.000,NA
17396,Martiz Washington,Longwood,2010,0.000,0.000,1400.00%
17396,Martiz Washington,Longwood,2011,0.500,0.111,1200.00%
17397,Stephen Shockley,Longwood,2009,NA,0.000,NA
17397,Stephen Shockley,Longwood,2010,NA,NA,NA
17397,Stephen Shockley,Longwood,2011,NA,NA,300.00%
17397,Stephen Shockley,Longwood,2012,0.000,0.000,200.00%
17420,Clee Sherrod II,North Carolina Central,2009,NA,NA,NA
17421,Dami Sapara,Northeastern Oklahoma A&M College,2009,0.500,0.111,3500.00%
17422,Dijon Manns,North Carolina Central,2009,0.000,0.000,NA
17422,Dijon Manns,North Carolina Central,2010,0.000,0.000,450.00%
17423,Dwayne Sims,North Carolina Central,2009,0.000,0.000,200.00%
17423,Dwayne Sims,North Carolina Central,2010,NA,NA,NA
17424,Effrin Ellison,North Carolina Central,2009,NA,NA,NA
17425,Jonathan Nicely,North Carolina Central,2009,NA,NA,NA
17425,Jonathan Nicely,North Carolina Central,2010,0.000,0.000,NA
17425,Jonathan Nicely,North Carolina Central,2011,#N/A,#N/A,#VALUE!
17426,Joshua Worthy,North Carolina Central,2009,0.000,0.000,400.00%
17427,Lamar Pittman,North Carolina Central,2009,0.000,0.000,500.00%
17428,Michael Glasker,North Carolina Central,2009,0.000,0.000,1150.00%
17428,Michael Glasker,North Carolina Central,2010,0.000,0.000,NA
17429,Nick Chasten,North Carolina Central,2009,0.000,0.000,2000.00%
17429,Nick Chasten,North Carolina Central,2010,0.000,0.000,1100.00%
17429,Nick Chasten,North Carolina Central,2011,0.000,0.000,NA
17430,P.J. Taylor,North Carolina Central,2009,0.000,0.000,NA
17430,P.J. Taylor,North Carolina Central,2010,NA,NA,200.00%
17431,Raphael McDonald,North Carolina Central,2009,NA,0.000,NA
17432,Ryan Fleming,North Carolina Central,2009,NA,0.000,100.00%
17433,T.J. Granger,North Carolina Central,2009,0.250,0.063,2100.00%
17434,Vincent Davis,North Carolina Central,2009,0.000,0.000,NA
17446,Andrew Anderson,Savannah State,2009,0.000,0.000,700.00%
17448,Arnold Louis,Savannah State,2009,0.000,0.000,2800.00%
17448,Arnold Louis,Savannah State,2011,0.167,0.103,626.67%
17448,Arnold Louis,Savannah State,2012,0.000,0.000,490.00%
17449,Cedric Smith,Savannah State,2009,NA,NA,NA
17449,Cedric Smith,Savannah State,2010,0.167,0.059,461.54%
17449,Cedric Smith,Savannah State,2011,0.000,0.000,942.86%
17449,Cedric Smith,Savannah State,2012,0.182,0.080,600.00%
17450,Darius Baugh,Savannah State,2009,NA,NA,NA
17451,Darnel Jones,Savannah State,2009,NA,NA,NA
17451,Darnel Jones,Savannah State,2010,0.000,0.000,1600.00%
17452,Devin Stowers,Savannah State,2009,NA,0.000,NA
17453,Glen Izevbigie,Savannah State,2009,0.000,0.000,NA
17454,Jovonni Shuler,Savannah State,2010,0.250,0.071,253.33%
17455,Marius Chawa,Savannah State,2009,0.000,0.000,NA
17457,Patrick Hardy,Savannah State,2009,NA,0.000,1500.00%
17458,Preston Blackman,Savannah State,2009,0.000,0.000,NA
17458,Preston Blackman,Savannah State,2010,0.077,0.016,369.23%
17458,Preston Blackman,Savannah State,2011,0.143,0.042,1333.33%
17458,Preston Blackman,Savannah State,2012,0.000,0.000,1700.00%
17459,Rashad Hassan,Savannah State,2009,0.000,0.000,3000.00%
17459,Rashad Hassan,Savannah State,2011,0.190,0.095,700.00%
17459,Rashad Hassan,Savannah State,2012,0.000,0.000,1150.00%
17460,Rod Mitchell,Savannah State,2009,0.000,0.000,300.00%
17461,Tracy Rankins,Savannah State,2009,0.250,0.111,7800.00%
17524,Aaron Broussard,Seattle,2009,0.067,0.037,1325.00%
17524,Aaron Broussard,Seattle,2010,0.000,0.000,5800.00%
17524,Aaron Broussard,Seattle,2011,0.375,0.120,618.75%
17525,Adam Eakles,Pacific,2011,NA,NA,NA
17526,Alex Jones,Seattle,2009,0.000,0.000,675.00%
17526,Alex Jones,Seattle,2010,0.125,0.091,1322.22%
17527,Cervante Burrell,Seattle,2009,0.250,0.079,653.33%
17527,Cervante Burrell,Seattle,2010,0.000,0.000,4300.00%
17527,Cervante Burrell,Seattle,2011,0.000,0.000,966.67%
17528,Chris Gweth,Seattle,2009,0.167,0.077,609.09%
17529,Drew Harris,Seattle,2009,NA,NA,NA
17531,Garrett Lever,Seattle,2009,0.000,0.000,875.00%
17531,Garrett Lever,Seattle,2010,0.000,0.000,2600.00%
17532,Gavin Gilmore,Seattle,2009,0.000,0.000,340.00%
17532,Gavin Gilmore,Seattle,2010,0.000,0.000,400.00%
17532,Gavin Gilmore,Seattle,2011,0.000,0.000,NA
17533,Mike Boxley,Seattle,2009,0.000,0.000,550.00%
17534,Peter Harris,Seattle,2009,NA,0.000,400.00%
17535,Ricky Berry,Seattle,2009,0.000,0.000,100.00%
17536,Taylor Olson,Seattle,2009,0.000,0.000,NA
17542,Brandon Hobbs,Winston-Salem State,2009,NA,NA,NA
17543,Corey Morris,Winston-Salem State,2009,0.286,0.167,342.86%
17545,Dominic Alston,Winston-Salem State,2009,#N/A,#N/A,#VALUE!
17546,Harvey Green,Winston-Salem State,2009,NA,NA,100.00%
17548,Lamar Monger,Winston-Salem State,2009,0.100,0.040,307.14%
17549,Marcus Wells,Winston-Salem State,2009,0.167,0.063,683.33%
17550,McIntoche Alcius,Winston-Salem State,2009,0.000,0.000,NA
17552,"Ricky Bolton, Jr.",Winston-Salem State,2009,NA,0.000,NA
17553,Sam Johnson,Winston-Salem State,2009,0.000,0.000,600.00%
17554,Stephon Platt,Winston-Salem State,2009,0.000,0.000,600.00%
17555,Tate Kennings,Winston-Salem State,2009,NA,0.000,NA
17581,Brian Fisher,Winston-Salem State,2009,0.000,0.000,1850.00%
17582,Billy Allen,Albany,2009,1.000,0.333,900.00%
17582,Billy Allen,Albany,2010,NA,NA,NA
17583,Blake Metcalf,Albany,2009,0.000,0.000,533.33%
17583,Blake Metcalf,Albany,2010,0.000,0.000,2000.00%
17583,Blake Metcalf,Albany,2011,0.000,0.000,1600.00%
17583,Blake Metcalf,Albany,2012,0.000,0.000,600.00%
17584,Brett Gifford,Albany,2009,NA,0.000,200.00%
17585,Derrek Tartt,Albany,2009,0.000,0.000,600.00%
17585,Derrek Tartt,Albany,2010,NA,NA,NA
17586,Fran Urli,Albany,2009,0.200,0.143,814.29%
17588,Jake Lindfors,Albany,2009,0.000,0.000,200.00%
17588,Jake Lindfors,Albany,2010,0.000,0.000,800.00%
17589,John Puk,Albany,2010,0.000,0.000,NA
17589,John Puk,Albany,2011,0.000,0.000,NA
17589,John Puk,Albany,2012,0.000,0.000,2700.00%
17589,John Puk,Albany,2013,0.000,0.000,NA
17590,Logan Aronhalt,Albany,2009,NA,0.000,NA
17590,Logan Aronhalt,Albany,2010,0.000,0.000,1850.00%
17590,Logan Aronhalt,Albany,2011,0.000,0.000,1250.00%
17590,Logan Aronhalt,Maryland,2012,0.000,0.000,130.77%
17591,Louis Barraza,Albany,2009,NA,NA,NA
17592,Mike Johnson,Albany,2009,0.000,0.000,NA
17593,Mike Black,Albany,2009,0.000,0.000,800.00%
17593,Mike Black,Albany,2010,0.500,0.167,2300.00%
17593,Mike Black,Albany,2011,0.250,0.125,1185.71%
17593,Mike Black,Albany,2012,0.278,0.161,709.09%
17594,Ralph Watts,Albany,2010,NA,0.000,866.67%
17594,Ralph Watts,Albany,2011,NA,0.000,333.33%
17595,Scotty McRae,Albany,2009,0.000,0.000,NA
17596,Tim Ambrose,Albany,2009,0.000,0.000,NA
17596,Tim Ambrose,Albany,2010,0.000,0.000,1044.44%
17639,Chretien Lukusa,Binghamton,2009,NA,0.000,NA
17639,Chretien Lukusa,Binghamton,2010,0.222,0.091,1100.00%
17640,Dylan Talley,Binghamton,2009,0.000,0.000,NA
17640,Dylan Talley,Nebraska,2011,0.200,0.045,542.86%
17640,Dylan Talley,Nebraska,2012,0.056,0.021,333.33%
17641,Javon Ralling,Binghamton,2009,NA,NA,NA
17641,Javon Ralling,Binghamton,2010,NA,0.000,NA
17641,Javon Ralling,Binghamton,2011,0.000,0.000,NA
17641,Javon Ralling,Binghamton,2012,0.000,0.000,1350.00%
17642,Jimmy Gray,Binghamton,2009,NA,NA,NA
17642,Jimmy Gray,Binghamton,2010,0.000,0.000,NA
17642,Jimmy Gray,Binghamton,2011,0.000,0.000,NA
17642,Jimmy Gray,Binghamton,2012,0.000,0.000,1000.00%
17643,Kyrie Sutton,Binghamton,2009,0.000,0.000,3000.00%
17643,Kyrie Sutton,Binghamton,2010,0.200,0.071,1700.00%
17643,Kyrie Sutton,Texas Southern,2012,0.000,0.000,422.22%
17644,Mahamoud Jabbi,Binghamton,2009,0.000,0.000,NA
17644,Mahamoud Jabbi,Binghamton,2010,0.167,0.045,775.00%
17645,Mike Horn,Binghamton,2009,NA,NA,NA
17645,Mike Horn,Binghamton,2011,NA,NA,NA
17645,Mike Horn,Binghamton,2012,0.000,0.000,NA
17646,Moussa Camara,Binghamton,2009,NA,0.000,NA
17646,Moussa Camara,Binghamton,2010,0.250,0.125,5900.00%
17647,Pina Guillaume,Binghamton,2009,NA,0.000,NA
17647,Pina Guillaume,Maryland-Eastern Shore,2011,0.000,0.000,250.00%
17647,Pina Guillaume,Maryland-Eastern Shore,2013,NA,NA,NA
17648,Preston Pena,Binghamton,2009,#N/A,#N/A,#VALUE!
17648,Preston Pena,Binghamton,2010,NA,NA,NA
17649,Taylor Johnston,Binghamton,2009,NA,NA,NA
17649,Taylor Johnston,Binghamton,2010,0.000,0.000,200.00%
17649,Taylor Johnston,Binghamton,2011,NA,NA,NA
17649,Taylor Johnston,Binghamton,2012,0.000,0.000,800.00%
17650,Umur Peten,Binghamton,2009,NA,NA,NA
17694,B.J. Bailey,Boston University,2009,0.333,0.200,300.00%
17694,B.J. Bailey,Lehigh,2011,0.000,0.000,72.73%
17694,B.J. Bailey,Lehigh,2012,0.077,0.040,157.69%
17695,Brendan Sullivan,Boston University,2009,0.000,0.000,NA
17696,Carlos Strong,Boston University,2009,0.000,0.000,760.00%
17697,Corey Lowe,Boston University,2009,0.000,0.000,1000.00%
17698,Jake O'Brien,Boston University,2009,0.125,0.034,1133.33%
17698,Jake O'Brien,Boston University,2010,0.000,0.000,360.00%
17698,Jake O'Brien,Temple,2012,0.176,0.076,90.00%
17699,Jeff Pelage,Boston University,2009,0.000,0.000,550.00%
17699,Jeff Pelage,Boston University,2010,NA,0.000,NA
17699,Jeff Pelage,Boston University,2011,0.000,0.000,400.00%
17700,John Holland,Boston University,2009,0.263,0.132,640.00%
17700,John Holland,Boston University,2010,0.091,0.021,1333.33%
17701,Matt Griffin,Boston University,2010,0.000,0.000,1400.00%
17701,Matt Griffin,Boston University,2011,NA,0.000,3500.00%
17702,Michael Schulze,Boston University,2009,NA,NA,200.00%
17704,Sherrod Smith,Boston University,2009,0.000,0.000,NA
17705,Tunde Agboola,Boston University,2009,0.000,0.000,NA
17706,Tyler Morris,Boston University,2009,0.000,0.000,433.33%
17707,Valdas Sirutis,Boston University,2009,0.000,0.000,1100.00%
17738,Andres Torres,Hartford,2009,0.000,0.000,1100.00%
17738,Andres Torres,Hartford,2011,0.000,0.000,9900.00%
17739,Anthony Minor,Hartford,2009,0.000,0.000,NA
17739,Anthony Minor,Hartford,2010,0.000,0.000,2400.00%
17741,Charles White,Hartford,2009,0.000,0.000,NA
17741,Charles White,Hartford,2010,0.000,0.000,NA
17741,Charles White,Hartford,2011,#N/A,#N/A,#VALUE!
17742,Clayton Brothers,Hartford,2009,0.000,0.000,900.00%
17742,Clayton Brothers,Hartford,2010,0.000,0.000,714.29%
17742,Clayton Brothers,Hartford,2011,0.250,0.167,840.00%
17743,David Bookman,Hartford,2009,NA,NA,NA
17744,Genesis Maciel,Hartford,2009,#N/A,#N/A,#VALUE!
17744,Genesis Maciel,Hartford,2010,0.000,0.000,1200.00%
17744,Genesis Maciel,Hartford,2011,NA,NA,NA
17745,Joe Zeglinski,Hartford,2009,0.333,0.091,1633.33%
17745,Joe Zeglinski,Hartford,2010,0.000,0.000,1580.00%
17746,Joel Barkers,Hartford,2009,0.063,0.032,1483.33%
17747,Kevin Estes,Hartford,2009,0.000,0.000,NA
17747,Kevin Estes,Hartford,2010,0.000,0.000,NA
17748,Milton Burton,Hartford,2009,0.000,0.000,440.00%
17748,Milton Burton,Hartford,2010,0.000,0.000,2200.00%
17749,Morgan Sabia,Hartford,2009,0.000,0.000,700.00%
17749,Morgan Sabia,Hartford,2010,0.143,0.063,5300.00%
17750,Ross Erickson,Hartford,2009,NA,0.000,500.00%
17750,Ross Erickson,Hartford,2010,0.000,0.000,NA
17751,Ryan Baker,Hartford,2009,NA,NA,NA
17751,Ryan Baker,Hartford,2010,0.000,0.000,NA
17751,Ryan Baker,Hartford,2011,NA,NA,NA
17752,Zack Zeglinski,Hartford,2009,0.500,0.333,125.00%
17754,Drake U'u,Cal Poly,2010,0.000,0.000,NA
17754,Drake U'u,Cal Poly,2011,0.500,0.167,720.00%
17754,Drake U'u,Cal Poly,2012,0.000,0.000,760.00%
17792,Andrew Rogers,Maine,2009,0.000,0.000,1300.00%
17792,Andrew Rogers,Maine,2010,0.000,0.000,800.00%
17792,Andrew Rogers,Maine,2011,0.000,0.000,NA
17793,Gerald McLemore,Maine,2009,0.167,0.071,675.00%
17793,Gerald McLemore,Maine,2010,0.200,0.077,2450.00%
17793,Gerald McLemore,Maine,2011,0.500,0.200,2500.00%
17794,Jerrell Boswell,Maine,2009,1.000,0.500,300.00%
17795,Jon McAllian,Maine,2009,0.000,0.000,NA
17795,Jon McAllian,Maine,2010,NA,1.000,100.00%
17795,Jon McAllian,Maine,2011,NA,NA,NA
17795,Jon McAllian,Maine,2012,NA,NA,NA
17796,Junior Bernal,Maine,2009,0.000,0.000,1050.00%
17797,Malachi Peay,Maine,2009,0.000,0.000,NA
17797,Malachi Peay,Maine,2010,0.000,0.000,400.00%
17798,Mike Allison,Maine,2009,0.000,0.000,700.00%
17798,Mike Allison,Maine,2010,0.000,0.000,680.00%
17798,Mike Allison,Maine,2011,NA,NA,NA
17798,Mike Allison,Maine,2012,0.000,0.000,NA
17799,Murphy Burnatowski,Maine,2009,0.000,0.000,NA
17799,Murphy Burnatowski,Maine,2010,0.000,0.000,550.00%
17799,Murphy Burnatowski,Colgate,2012,0.048,0.018,359.09%
17799,Murphy Burnatowski,Colgate,2013,0.000,0.000,1000.00%
17801,Sean McNally,Maine,2009,0.067,0.038,1357.14%
17801,Sean McNally,Maine,2010,NA,0.000,NA
17802,Svetoslav Chetinov,Maine,2009,NA,NA,100.00%
17802,Svetoslav Chetinov,Maine,2010,0.000,0.000,NA
17802,Svetoslav Chetinov,Maine,2011,0.000,0.000,NA
17803,Terrance Mitchell,Maine,2009,0.000,0.000,1700.00%
17803,Terrance Mitchell,Maine,2010,0.000,0.000,1950.00%
17804,Troy Barnies,Maine,2009,0.000,0.000,4800.00%
17804,Troy Barnies,Maine,2010,0.000,0.000,466.67%
17840,Alvin Abreu,New Hampshire,2009,0.000,0.000,1900.00%
17840,Alvin Abreu,New Hampshire,2010,NA,NA,NA
17840,Alvin Abreu,New Hampshire,2011,NA,NA,NA
17841,Brian Benson,New Hampshire,2009,0.000,0.000,1200.00%
17841,Brian Benson,New Hampshire,2010,NA,0.000,600.00%
17841,Brian Benson,New Hampshire,2011,NA,NA,NA
17842,Chandler Rhoads,New Hampshire,2009,0.000,0.000,NA
17842,Chandler Rhoads,New Hampshire,2010,0.000,0.000,1111.11%
17842,Chandler Rhoads,New Hampshire,2011,NA,NA,NA
17842,Chandler Rhoads,New Hampshire,2012,0.000,0.000,761.54%
17843,Chris Matagrano,New Hampshire,2009,NA,0.000,NA
17843,Chris Matagrano,New Hampshire,2010,NA,NA,NA
17843,Chris Matagrano,New Hampshire,2011,NA,NA,NA
17843,Chris Matagrano,New Hampshire,2012,0.000,0.000,NA
17844,Colbey Santos,New Hampshire,2009,0.000,0.000,NA
17845,Dane DiLiegro,New Hampshire,2009,0.250,0.111,2233.33%
17845,Dane DiLiegro,New Hampshire,2010,0.222,0.100,3000.00%
17846,Ferg Myrick,New Hampshire,2009,0.000,0.000,2100.00%
17846,Ferg Myrick,New Hampshire,2010,0.071,0.053,700.00%
17846,Ferg Myrick,New Hampshire,2011,NA,NA,NA
17846,Ferg Myrick,New Hampshire,2012,0.222,0.105,1720.00%
17847,James Valladares,New Hampshire,2009,0.000,0.000,NA
17847,James Valladares,New Hampshire,2010,0.000,0.000,NA
17848,Radar Onguetou,New Hampshire,2009,NA,0.000,NA
17849,Russell Graham,New Hampshire,2009,0.000,0.000,1040.00%
17850,Ryan Herrion,New Hampshire,2010,NA,NA,NA
17850,Ryan Herrion,New Hampshire,2011,NA,NA,NA
17851,Tyrone Conley,New Hampshire,2009,0.000,0.000,1583.33%
17851,Tyrone Conley,New Hampshire,2010,0.125,0.083,1925.00%
17858,Salah Abdo,Boston College,2011,NA,NA,NA
17897,Andrew Goba,Stony Brook,2009,NA,NA,NA
17898,Bryan Dougher,Stony Brook,2009,0.000,0.000,NA
17898,Bryan Dougher,Stony Brook,2010,0.000,0.000,1450.00%
17898,Bryan Dougher,Stony Brook,2011,0.000,0.000,2650.00%
17899,Chris Martin,Stony Brook,2009,0.125,0.077,1136.36%
17899,Chris Martin,Stony Brook,2010,0.000,0.000,2500.00%
17900,Dallis Joyner,Stony Brook,2009,0.111,0.067,569.23%
17900,Dallis Joyner,Stony Brook,2010,0.000,0.000,1900.00%
17900,Dallis Joyner,Stony Brook,2011,0.059,0.042,3150.00%
17901,Danny Carter,Stony Brook,2009,NA,0.000,NA
17901,Danny Carter,Stony Brook,2010,0.000,0.000,NA
17901,Danny Carter,Stony Brook,2011,1.000,1.000,300.00%
17902,Eddie Castellanos,Stony Brook,2009,0.000,0.000,600.00%
17903,Eric McAlister,Stony Brook,2010,0.000,0.000,NA
17903,Eric McAlister,Stony Brook,2011,0.000,0.000,NA
17903,Eric McAlister,Stony Brook,2012,0.051,0.033,125.00%
17903,Eric McAlister,Stony Brook,2013,0.000,0.000,625.00%
17904,Leonard Hayes,Stony Brook,2009,NA,NA,NA
17904,Leonard Hayes,Stony Brook,2010,0.000,0.000,NA
17904,Leonard Hayes,Stony Brook,2011,0.000,0.000,600.00%
17904,Leonard Hayes,Stony Brook,2012,0.200,0.143,100.00%
17905,Marcus Rouse,Stony Brook,2009,NA,0.000,NA
17905,Marcus Rouse,Stony Brook,2010,NA,0.000,800.00%
17905,Marcus Rouse,Stony Brook,2011,0.000,0.000,325.00%
17905,Marcus Rouse,Stony Brook,2012,0.000,0.000,157.14%
17906,Muhammad El-Amin,Stony Brook,2009,0.000,0.000,1466.67%
17907,Patrick Dame,Stony Brook,2009,NA,NA,NA
17908,Preye Preboye,Stony Brook,2009,NA,0.000,300.00%
17908,Preye Preboye,Stony Brook,2010,0.000,0.000,900.00%
17909,Tommy Brenton,Stony Brook,2009,0.000,0.000,3900.00%
17909,Tommy Brenton,Stony Brook,2011,0.000,0.000,1800.00%
17909,Tommy Brenton,Stony Brook,2012,0.113,0.078,164.71%
17918,Rio Pitt,South Carolina State,2009,NA,0.000,900.00%
17918,Rio Pitt,South Carolina State,2010,0.000,0.000,1300.00%
17949,Adrian Satchell,UMBC,2009,NA,0.000,NA
17949,Adrian Satchell,UMBC,2010,0.000,0.000,850.00%
17949,Adrian Satchell,UMBC,2011,NA,NA,NA
17949,Adrian Satchell,UMBC,2012,0.000,0.000,800.00%
17950,Bakari Smith,UMBC,2009,0.000,0.000,300.00%
17950,Bakari Smith,UMBC,2010,0.000,0.000,500.00%
17951,Brian Neller,UMBC,2009,NA,NA,NA
17951,Brian Neller,UMBC,2010,0.000,0.000,NA
17951,Brian Neller,UMBC,2011,0.000,0.000,NA
17951,Brian Neller,UMBC,2012,0.000,0.000,NA
17952,Chauncey Gilliam,UMBC,2009,0.000,0.000,4100.00%
17952,Chauncey Gilliam,Akron,2011,0.043,0.034,91.30%
17952,Chauncey Gilliam,Akron,2012,0.023,0.020,113.33%
17953,Chris De La Rosa,UMBC,2009,0.000,0.000,4400.00%
17953,Chris De La Rosa,UMBC,2010,0.188,0.086,1428.57%
17953,Chris De La Rosa,UMBC,2011,NA,NA,NA
17954,Jake Wasco,UMBC,2009,NA,NA,NA
17954,Jake Wasco,UMBC,2010,0.000,0.000,NA
17954,Jake Wasco,UMBC,2011,0.000,0.000,1400.00%
17955,Jamar Wertz,UMBC,2010,0.000,0.000,540.00%
17955,Jamar Wertz,UMBC,2011,NA,0.000,NA
17955,Jamar Wertz,UMBC,2012,NA,0.000,NA
17956,Justin Fry,UMBC,2010,0.167,0.063,6700.00%
17957,Matt Spadafora,UMBC,2009,0.000,0.000,NA
17958,Nick Groce,UMBC,2009,NA,0.000,NA
17959,Shawn Grant,UMBC,2009,0.000,0.000,NA
17964,Marcos Tamares,Norfolk State,2009,0.500,0.200,500.00%
17964,Marcos Tamares,Norfolk State,2010,0.000,0.000,NA
17964,Marcos Tamares,Norfolk State,2011,0.000,0.000,270.00%
17997,Ben Crenca,Vermont,2009,0.000,0.000,NA
17997,Ben Crenca,Vermont,2010,1.000,0.333,900.00%
17997,Ben Crenca,Vermont,2011,0.000,0.000,1800.00%
17997,Ben Crenca,Vermont,2012,0.000,0.000,NA
17998,Brendan Bald,Vermont,2009,0.000,0.000,562.50%
17998,Brendan Bald,Vermont,2010,0.000,0.000,866.67%
17998,Brendan Bald,Vermont,2011,0.000,0.000,1950.00%
17999,Evan Fjeld,Vermont,2009,0.000,0.000,1033.33%
17999,Evan Fjeld,Vermont,2010,0.048,0.021,352.17%
18000,Garrett Kissel,Vermont,2009,NA,0.000,NA
18000,Garrett Kissel,Vermont,2010,1.000,0.200,500.00%
18001,Garvey Young,Vermont,2009,0.000,0.000,NA
18001,Garvey Young,Quinnipiac,2011,0.333,0.125,385.71%
18001,Garvey Young,Quinnipiac,2012,NA,0.000,NA
18002,Joey Accaoui,Vermont,2009,0.000,0.000,NA
18002,Joey Accaoui,Vermont,2010,0.000,0.000,633.33%
18003,Luke Apfeld,Vermont,2010,0.000,0.000,520.00%
18003,Luke Apfeld,Vermont,2011,0.000,0.000,1088.89%
18003,Luke Apfeld,Vermont,2012,0.077,0.040,663.64%
18003,Luke Apfeld,Vermont,2013,0.116,0.057,115.38%
18004,Nick Vier,Vermont,2009,0.000,0.000,1733.33%
18005,Pat Bergmann,Vermont,2009,NA,0.000,500.00%
18005,Pat Bergmann,Vermont,2010,0.083,0.077,233.33%
18005,Pat Bergmann,Vermont,2011,0.000,0.000,400.00%
18006,Simeon Marsalis,Vermont,2009,NA,NA,950.00%
18006,Simeon Marsalis,Vermont,2010,NA,0.000,825.00%
18035,Alshwan Hymes,Canisius,2009,0.000,0.000,NA
18035,Alshwan Hymes,Canisius,2010,0.000,0.000,NA
18035,Alshwan Hymes,Canisius,2011,0.091,0.034,714.29%
